S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,6036763.0,JSP PROJECTS PVT LTD,INR,"639,400,092.13",UP STATE BRIDGE CORPORATION LIMITED||JMD UPSBC Ghaziabad||GM / CPM UP SBC Agra,2026_UPSBC_1128967_1,2087/ET/CPM(Agra)/2025-26 Date 20.03.2026,Design and Construction of 4 lane ROB 22C Mathura (U.P.) on EPC MODE,1,6062872,GIRRAJJI BUILDTECH PRIVATE LIMITED,22-Apr-2026 12:59 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,05-May-2026 01:22 PM,12-Jun-2026,"INR 639,400,092.13",913.0,DINESH KUMAR YADAV,06-Jul-2026 03:38 PM,372.pdf (782.00 KB),"Contract Awarded to M/s KKR- JSP (JV), Ghaziabad (U.P.)",Mithlesh Kumar(JMD),Internal,"H.P. Comm.- 1. K.K. Srivastav- GM(M) 2. Pooja Srivastav- PM(M) 3. Sanjay Gupta-Teh. Ad.(M) Zonal Comm.- 1.D.K. Yadav (CPM)-Chairman, 2.Mohit Kumar- PM(M) 3.R.B. Diwakar DPM(M) 3.Ashutosh Dubey- Acct.(",DINESH KUMAR YADAV,11-Jun-2026 02:40 PM,finsummary_2105890.pdf (229.51 KB),Technical,Technical Summary,DINESH KUMAR YADAV,05-May-2026 01:22 PM,technical_2105890.pdf,Mithlesh Kumar(JMD),Internal,"H.P. Comm.-1. K.K. Srivastav- GM (M) 2. Pooja Srivastav- PM (M) 3. Sanjay Gupta-Teh.Ad. (M) Zonal Comm.- 1. D.K. Yadav (CPM)- Chairman, 2. Mohit Kumar- PM (M) 3. R.B. Diwakar DPM (M) 3. Ashutosh Dubey",DINESH KUMAR YADAV,05-May-2026 12:59 AM,05-May-2026 02:00 PM,techsummary_2105890.pdf (229.51 KB),Finance,Financial Summary,DINESH KUMAR YADAV,05-May-2026 04:18 PM,finance_2105890.pdf,BOQ Comparative Chart,AOC,1.0,ADDENDUM No. 1,Technical Bid,,"71,86,000",No,fixed,,As per tender document,As per tender document,UP STATE BRIDGE CORPORATION LIMITED||JMD UPSBC Ghaziabad||GM / CPM UP SBC Agra,2087/ET/CPM(Agra)/2025-26 Date 20.03.2026,2026_UPSBC_1128967_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,RTGS - RTGS Payment,Design and Construction of 4 lane ROB 22C Mathura (U.P.) on EPC MODE,Design and Construction of 4 lane ROB at N.C.R. Mathura-Alwar Rail Section K.M. 1423/4-5 of L-xing no. 22-C on Kosi-Nandgaon-Barsana-Goverdhan Sonkh Mathura Road in Distt. Mathura (U.P.) on EPC MODE,Please refer Tender documents. ,NA ,"71,85,63,913",Civil Works - Bridges,NA ,Tender,120.0,913.0,Kosi-Nandgaon-Barsana-Goverdhan Sonkh Mathura Marg,281502.0,Agra ,"H.N.-5, Vishwakarma Enclave Extension Shastripuram Road, Sikandra AGRA- 282007 ",13-Apr-2026 12:00 PM ,Agra,No ,No,Chief Project Manager,"H.N.-5, Vishwakarma Enclave Extension Shastripuram Road, Sikandra AGRA- 282007",23-Mar-2026 10:00 AM,22-Apr-2026 05:00 PM,23-Mar-2026 10:00 AM,22-Apr-2026 03:00 PM,NA ,NA ,23-Mar-2026 12:59 AM,22-Apr-2026 03:00 PM,05-May-2026 02:00 PM,1.0,Fee/PreQual/Technical,.pdf,Technical Document,"20,000",As per tender document,As per tender document,No,AOC
,,,,,,,,,2,6036763,JSP PROJECTS PVT LTD,22-Apr-2026 02:08 PM,Accepted-AOC,Lowest Tenderer,06-Jul-2026 03:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,AOC
,,,,,,,,,3,6061076,Mittal Brothers Engineers and Contractors Bharat LLP,21-Apr-2026 06:24 PM,Rejected-Finance,Find L3,11-Jun-2026 02:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,6056964,Raj Shyama Constructions Pvt. Ltd.,21-Apr-2026 08:34 PM,Rejected-Finance,Find L2,11-Jun-2026 02:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,6062615,Singla Constructions Limited,22-Apr-2026 02:39 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,05-May-2026 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,6062500,Vasishta Constructions Private Limited,22-Apr-2026 02:11 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,05-May-2026 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
