Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage
03-Jul-2026,"INR 38,770,747.7",365.0,Kaushlesh Prasad Pandey,07-Jul-2026 06:50 PM,AOCHalwakhandaCCLining.pdf (392.00 KB),Above Contract Value is Without GST,1.0,6134354.0,M/S SAI DEVELOPER,INR,"38,770,747.7","U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||II Circle Irrigation Works, Kanpur",2026_UPIDC_1147211_2,05/S.E.-II/2026-27,"Janpad Kanpur Nagar Ke Antragat Rajwaha Halwakhanda Ke Km. 1.500 se Km. 2.500 tak C.C. Lining, Sidhi/Ghat evam Steel Jali Ka Nirman Karya.",1,6137289,M/S PRABHAT TRADERS,25-May-2026 10:49 AM,Rejected-Finance,Quoted Amount is not Lowest Bidder is L2,30-May-2026 09:00 PM,Finance,Financial Bid opening Summary,Kaushlesh Prasad Pandey,29-May-2026 01:31 PM,finance_2154068.pdf,BOQ Comparative Chart,S.E. Kaushlesh Prasad Pandey,Internal,1. S.E. Rakesh Kumar Chaube 2. E.E. Mahendra Kumar,Kaushlesh Prasad Pandey,26-May-2026 07:46 PM,29-May-2026 11:00 AM,techsummary_2154068.pdf (468.07 KB),Technical,Technical Bid Opening Summary,Kaushlesh Prasad Pandey,25-May-2026 05:15 PM,technical_2154068.pdf,S.E. Kaushlesh Prasad Pandey,Internal,1.S.E. Rakesh Kumar Chaube 2. E.E. Mahendra Kumar,Kaushlesh Prasad Pandey,30-May-2026 09:00 PM,finsummary_2154068.pdf (358.60 KB),AOC,"10,50,000",No,fixed,,Nil,Nil,Superintending Engineer,Office of The Superintending Engineer 2nd Circle Irrigation Works Kanpur,19-May-2026 10:00 AM,25-May-2026 11:30 AM,19-May-2026 10:00 AM,25-May-2026 11:00 AM,NA ,NA ,19-May-2026 10:00 AM,25-May-2026 11:00 AM,29-May-2026 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,NIT With Bid Document,"2,800",Nil,Nil,No,"Janpad Kanpur Nagar Ke Antragat Rajwaha Halwakhanda Ke Km. 1.500 se Km. 2.500 tak C.C. Lining, Sidhi/Ghat evam Steel Jali Ka Nirman Karya.","Janpad Kanpur Nagar Ke Antragat Rajwaha Halwakhanda Ke Km. 1.500 se Km. 2.500 tak C.C. Lining, Sidhi/Ghat evam Steel Jali Ka Nirman Karya.",Please refer Tender documents. ,NA ,"5,25,00,000",Civil Works - Canal,NA ,Tender,90.0,365.0,Kanpur Nagar,208006.0,NA ,NA ,NA ,Kanpur,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||II Circle Irrigation Works, Kanpur",05/S.E.-II/2026-27,2026_UPIDC_1147211_2,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,2,6139850,M/S RADHIKA CONSTRUCTION COMPANY,25-May-2026 08:40 AM,Rejected-Finance,Quoted Amount is not Lowest Bidder is L4,30-May-2026 09:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,6134354,M/S SAI DEVELOPER,24-May-2026 08:28 PM,Accepted-AOC,Bidder is L1,07-Jul-2026 06:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,6140018,M/S Vinay Construction,25-May-2026 10:57 AM,Rejected-Finance,Quoted Amount is not Lowest Bidder is L5,30-May-2026 09:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,6137783,SHIVAM ENTERPRISES,24-May-2026 11:01 PM,Rejected-Finance,Quoted Amount is not Lowest Bidder is L3,30-May-2026 09:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,6139133,singh iron industries,25-May-2026 10:43 AM,Rejected-Technical,Non-Responsive ((Bid Capacity Submitted but value of A is wrong and Experience Certificate submitted but not as per requirement),26-May-2026 07:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
