EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"3,30,000",No,fixed,,Nil,Nil,Sanjeev Saxena,U.P. Police Avas Nigam Ltd,"2,950",Nil,Nil,No,03-Jun-2026 06:55 PM,10-Jun-2026 11:30 AM,03-Jun-2026 06:55 PM,09-Jun-2026 05:00 PM,NA ,NA ,03-Jun-2026 06:55 PM,09-Jun-2026 05:00 PM,13-Jun-2026 03:00 PM,CONSTRUCTION OF MT WORKSHOP AND GARAGE AT PTS KALPI DISTT JALAUN U.P.,CONSTRUCTION OF MT WORKSHOP AND GARAGE AT PTS KALPI DISTT JALAUN U.P.,Please refer Tender documents. ,NA ,"1,64,88,000",Civil Works,NA ,Tender,90.0,240.0,PTS KALPI DISTT JALAUN U.P.,285204.0,NA ,NA ,NA ,U.P. Police Avas Nigam Ltd,No ,No,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,1.0,SBI Bank,UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,"1111/PAN/ET/26-27, DT. 03-06-2026",2026_UPPAN_1156876_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,Finance,All bidder admitted,Sanjeev Saxena,22-Jun-2026 02:56 PM,,BOQ Comparative Chart,SANJEEV SAXENA,Internal,DULAREY PRASAD PRASHANT TRIPATHI,Dularey Prasad,13-Jun-2026 02:44 PM,13-Jun-2026 03:00 PM,techsummary_2167746.pdf (652.91 KB),Technical,All bidder admitted,Sanjeev Saxena,12-Jun-2026 11:48 AM,,SANJEEV SAXENA,Internal,PRASHANT TRIPATHI DULAREY PRASAD,Dularey Prasad,03-Jul-2026 01:08 PM,finsummary_2167746.pdf (638.50 KB),13-Jul-2026,"INR 14,839,035",240.0,Sanjeev Saxena,13-Jul-2026 04:50 PM,kalpijalaunBOQLOA.pdf (723.00 KB),L1,UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,2026_UPPAN_1156876_1,"1111/PAN/ET/26-27, DT. 03-06-2026",CONSTRUCTION OF MT WORKSHOP AND GARAGE AT PTS KALPI DISTT JALAUN U.P.,1.0,6169427.0,M/S KAMADGIRI CONTRACTOR AND SUPPLIERS,INR,"14,839,035",1,6169427,M/S KAMADGIRI CONTRACTOR AND SUPPLIERS,08-Jun-2026 05:00 PM,Accepted-AOC,L1,13-Jul-2026 04:50 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6181316,M/S MAHAJAN CONSTRUCTION AND SUPPLIER,09-Jun-2026 01:27 PM,Rejected-Finance,L2,03-Jul-2026 01:08 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6181957,NYSHA CONSTRUCTION,09-Jun-2026 02:01 PM,Rejected-Finance,L5,03-Jul-2026 01:08 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6182425,Ram Avtar,09-Jun-2026 03:33 PM,Rejected-Finance,L3,03-Jul-2026 01:08 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6182683,Roshan Lal Traders,09-Jun-2026 03:51 PM,Rejected-Finance,L4,03-Jul-2026 01:08 PM,AOC
