S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Irrigation Works Circle, Mathura||LMBDGC, mathura",03/EE/Lower Mat/2026-27,2026_UPIDC_1155497_8,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Lot 08,Construction of Boundary Wall for Security of Angai Inspection House/Land assets in Distt. Mathura Under LMBDGC Mathura,Please refer Tender documents. ,NA ,"18,74,000",Civil Works - Canal,NA ,Tender,90.0,90.0,"L.M.B.D.G.C., Mathura",281001.0,NA ,NA ,NA ,"L.M.B.D.G.C., Mathura",No ,No,Executive Engineer,"L.M.B.D.G.C., Mathura",854.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Tender Document,"38,000",No,fixed,,Nil,Nil,09-Jun-2026 09:00 AM,15-Jun-2026 12:00 PM,09-Jun-2026 09:00 AM,15-Jun-2026 11:00 AM,NA ,NA ,09-Jun-2026 09:00 AM,15-Jun-2026 11:00 AM,23-Jun-2026 09:00 AM,AOC,Technical,Bid Opening Summary,Umesh Kumar,18-Jun-2026 03:58 PM,technical_2164609.pdf,Umesh Kumar,Internal,,Umesh Kumar,24-Jun-2026 10:04 AM,finsummary_2164609.pdf (25.86 KB),Finance,Bid Opening Summary,Umesh Kumar,24-Jun-2026 09:12 AM,finance_2164609.pdf,BOQ Comparative Chart,Umesh kumar,Internal,Neeraj Kumar Tyagi and Umesh kumar,Umesh Kumar,18-Jun-2026 04:40 PM,23-Jun-2026 09:00 AM,techsummary_2164609.pdf (58.39 KB),07-Jul-2026,"INR 1,202,774.83",90.0,Umesh Kumar,24-Jul-2026 02:14 PM,08.pdf (611.00 KB),AOC,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Irrigation Works Circle, Mathura||LMBDGC, mathura",2026_UPIDC_1155497_8,03/EE/Lower Mat/2026-27,Lot 08,1.0,6192631.0,M/S SHIV CONSTRUCTION,INR,"1,202,774.83",1,6192021,JITENDRA SINGH CONSTRUCTION,15-Jun-2026 10:25 AM,Rejected-Finance,L4,24-Jun-2026 10:04 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6193543,K D SOLUTION,15-Jun-2026 01:14 AM,Rejected-Technical,As par Report,18-Jun-2026 04:40 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6193834,KISAAN EICHER TRACTORS,14-Jun-2026 04:47 PM,Rejected-Technical,As par Report,18-Jun-2026 04:40 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6189180,LEKHRAJ,13-Jun-2026 06:00 PM,Rejected-Finance,L3,24-Jun-2026 10:04 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6194151,M/s AMAN MACHINERY STORE,14-Jun-2026 07:45 PM,Rejected-Finance,L2,24-Jun-2026 10:04 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6195385,M/s CHANDRA PAL SINGH,15-Jun-2026 10:34 AM,Rejected-Finance,L7,24-Jun-2026 10:04 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6194145,M/S CHANDRAPAL SINGH,14-Jun-2026 05:44 PM,Rejected-Technical,As par Report,18-Jun-2026 04:40 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6193756,M/S Harish Kumar Contractor,14-Jun-2026 02:53 PM,Rejected-Finance,L10,24-Jun-2026 10:04 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6193115,M/S PRADEEP ASSOCIATES,14-Jun-2026 09:04 AM,Rejected-Technical,As par Report,18-Jun-2026 04:40 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6195488,M/s SHASHAVEER SINGH CONTRACTOR AND SUPPLIERS,15-Jun-2026 10:52 AM,Rejected-Finance,L9,24-Jun-2026 10:04 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,6192631,M/S SHIV CONSTRUCTION,13-Jun-2026 07:28 PM,Accepted-AOC,L1,24-Jul-2026 02:14 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,6193714,M/S TANVI CONSTRUCTION,15-Jun-2026 05:28 AM,Rejected-Finance,L5,24-Jun-2026 10:04 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,6192905,M/S VIJAY NARAIN,13-Jun-2026 08:32 PM,Rejected-Finance,L8,24-Jun-2026 10:04 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,6193546,SHRI RADHEY ASSOCIATES,15-Jun-2026 09:25 AM,Rejected-Finance,L6,24-Jun-2026 10:04 AM,AOC
