EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"50,000",No,fixed,,Nil,Nil,944.0,Nil,Nil,No,Hemant Saxena,Executive Engineer Rural Engineering Department Vikas Bhawan Lakhimpur Kheri,1.0,SBI Bank,"Installation work of 4way semi high-mast light at 20 different locations in Block Phoolbehar under Assembly Constituency 140 Srinagar. Work ID 240137609, Approval letter no. 250 dated 14.05.2026","Installation work of 4way semi high-mast light at 20 different locations in Block Phoolbehar under Assembly Constituency 140 Srinagar. Work ID 240137609, Approval letter no. 250 dated 14.05.2026",Please Refer Tender Document ,NA ,"24,69,200",Civil Works,NA ,Tender,90.0,60.0,Lakhimpur Kheri,262701.0,NA ,NA ,NA ,RED Lakhimpur Kheri,No ,No,1,Fee/PreQual/Technical,.pdf,Technical PDF,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE KHERI,413_04/Mlay/KHERI/2026-27,2026_REDUP_1163870_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,01-Jul-2026 12:00 PM,10-Jul-2026 12:30 PM,01-Jul-2026 12:00 PM,10-Jul-2026 12:00 PM,NA ,NA ,01-Jul-2026 12:00 PM,10-Jul-2026 12:00 PM,18-Jul-2026 12:00 PM,AOC,Hemant Saxena,Internal,,Rajendra Nath Chaturvedi,15-Jul-2026 04:34 PM,18-Jul-2026 12:00 PM,techsummary_2182035.pdf (244.52 KB),Finance,Recommended for Financial Evaluation,Rajendra Nath Chaturvedi,18-Jul-2026 02:27 PM,finance_2182035.pdf,BOQ Comparative Chart,Hemant Saxena,Internal,,Rajendra Nath Chaturvedi,20-Jul-2026 06:11 PM,finsummary_2182035.pdf (603.85 KB),Technical,Recommended for Technical Evaluation,Rajendra Nath Chaturvedi,10-Jul-2026 05:28 PM,technical_2182035.pdf,1.0,6238191.0,M/s OM HARI ENTERPRISES,INR,"2,452,997",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE KHERI,2026_REDUP_1163870_1,413_04/Mlay/KHERI/2026-27,"Installation work of 4way semi high-mast light at 20 different locations in Block Phoolbehar under Assembly Constituency 140 Srinagar. Work ID 240137609, Approval letter no. 250 dated 14.05.2026",1,6238191,M/s OM HARI ENTERPRISES,09-Jul-2026 02:02 PM,Accepted-AOC,Accepted,24-Jul-2026 02:38 PM,22-Jul-2026,"INR 2,452,997",60.0,Rajendra Nath Chaturvedi,24-Jul-2026 02:37 PM,AOC_413_04.pdf (424.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Bill Of Quantity,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6238508,OM SAI ENTERPRISES,09-Jul-2026 01:20 PM,Rejected-Finance,2nd Lowest Bidder,20-Jul-2026 06:11 PM,,,,,,,AOC
