Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1,Fee/PreQual/Technical,.pdf,Fees And Technical Documents,1.0,SBI Bank,13-May-2026 10:00 AM,21-May-2026 12:30 PM,13-May-2026 10:00 AM,20-May-2026 12:00 PM,NA ,NA ,13-May-2026 10:00 AM,20-May-2026 12:00 PM,09-Jun-2026 12:00 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE,25/SE RED Gorakhpur/Maharajganj/26-27 Dt 02/04/2026,2026_REDUP_1147941_18,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Under District Maharajganj, Construction of CC road of the route from Satyavachan house to Kashi Sthan in Gram Panchayat Teddy, Lot No 18","Under District Maharajganj, Construction of CC road of the route from Satyavachan house to Kashi Sthan in Gram Panchayat Teddy, Lot No 18",Please refer Tender documents. ,NA ,"86,04,000",Civil Works,NA ,Tender,90.0,NA ,Maharajganj,273303.0,SE RED Gorakhpur Circle ,"SE RED Gorakhpur Circle Daudpur, Canal Road, (Durga Mandir Compound), Post-Shivpuri, Gorakhpur ",15-May-2026 11:00 AM ,SE RED Gorakhpur Circle,No ,No,SE RED Gorakhpur Circle,"SE RED Gorakhpur Circle Daudpur, Canal Road, (Durga Mandir Compound), Post-Shivpuri, Gorakhpur","2,714",Nil,Nil,No,"1,72,080",No,percentage,2.0%,Nil,Nil,AOC,Er D K Shukla SE RED GORAKHPUR CIRCLE,Internal,,Dileep Shukla,10-Jul-2026 06:10 PM,finsummary_2148321.pdf (720.40 KB),Finance,Summary,Dileep Shukla,09-Jun-2026 04:05 PM,,BOQ Comparative Chart,1.0,6120442.0,M/S SHREE NARAYAN CONSTRUCTION,INR,"10,487,558.32",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE,2026_REDUP_1147941_18,25/SE RED Gorakhpur/Maharajganj/26-27 Dt 02/04/2026,"Under District Maharajganj, Construction of CC road of the route from Satyavachan house to Kashi Sthan in Gram Panchayat Teddy, Lot No 18",1,6120716,M/S KRISHNA KANT TRIPATHI,16-May-2026 03:59 PM,Rejected-Finance,Rejected,10-Jul-2026 06:10 PM,Er Isham Singh CE RED East,Internal,"Er D K Shukla SE RED Gorakhpur Circle, Er Surya Prakash EE RED Kushinagar, Er P K Bharti EE RED Maharajganj, Mr Praveen Kumar DAO RED Maharajganj",Dileep Shukla,05-Jun-2026 08:37 AM,09-Jun-2026 12:00 PM,techsummary_2148321.pdf (180.62 KB),10-Jul-2026,"INR 10,487,558.32",270.0,Dileep Shukla,10-Jul-2026 07:23 PM,25_18.pdf (720.00 KB),Technical,Summary,Dileep Shukla,21-May-2026 03:20 PM,,AOC
2,Finance,.xls,Financial Documents(BoQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,6120442,M/S SHREE NARAYAN CONSTRUCTION,17-May-2026 10:10 AM,Accepted-AOC,AOC,10-Jul-2026 07:23 PM,,,,,,,,,,,,,,,,,,,AOC
