Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1,Fee/PreQual/Technical,.pdf,DOCUMENTS,944.0,Nil,Nil,No,"48,000",No,fixed,,Nil,Nil,14-May-2026 10:00 AM,22-May-2026 12:30 PM,14-May-2026 10:00 AM,21-May-2026 12:00 PM,NA ,NA ,14-May-2026 10:00 AM,21-May-2026 12:00 PM,05-Jun-2026 04:00 PM,EE RED MEERUT,VIKAS BHAWAN MEERUT,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE BAGHPAT,12/RED/TENDER/MRT/BOND CLECK/2026-27 02.04.2026,2026_REDUP_1147931_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Ward sankhya 28 Delhi road pillar number 1415 ke samne as publication se hote hue shmashan Ghat Tak CC road Nirman karya,Ward sankhya 28 Delhi road pillar number 1415 ke samne as publication se hote hue shmashan Ghat Tak CC road Nirman karya,Please refer Tender documents. ,NA ,"23,97,000",Civil Works,NA ,Tender,90.0,90.0,MEERUT,250002.0,NA ,NA ,NA ,EE RED MEERUT,No ,No,AOC,Technical,TECH BID OPEN,UDAY SHANKAR,03-Jun-2026 11:09 AM,,EE RED MEERUT DIVISION,Internal,"EE, AE ,DAO RED MEERUT",UDAY SHANKAR,03-Jul-2026 04:16 PM,finsummary_2148171.pdf (639.80 KB),Finance,financial bid open,UDAY SHANKAR,03-Jul-2026 04:12 PM,,BOQ Comparative Chart,EE RED MEERUT,Internal,EE RED MEERUT AE RED MEERUT DAO RED MEERUT,UDAY SHANKAR,03-Jun-2026 11:31 AM,05-Jun-2026 04:00 PM,techsummary_2148171.pdf (213.55 KB),03-Jul-2026,"INR 2,822,581",90.0,UDAY SHANKAR,03-Jul-2026 04:19 PM,Bond.pdf (640.00 KB),BOND WITH R.S. CONSTRUCTION,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE BAGHPAT,2026_REDUP_1147931_1,12/RED/TENDER/MRT/BOND CLECK/2026-27 02.04.2026,Ward sankhya 28 Delhi road pillar number 1415 ke samne as publication se hote hue shmashan Ghat Tak CC road Nirman karya,1.0,6119622.0,r s construction co,INR,"2,822,581",1,6119574,Dakshit Associates,19-May-2026 09:25 PM,Rejected-Finance,HIGH RATE,03-Jul-2026 04:16 PM,AOC
2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6119622,r s construction co,19-May-2026 11:44 PM,Accepted-AOC,LOW RATE,03-Jul-2026 04:19 PM,AOC
