Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"2,354",Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-1, Faizabad||IX Circle Irrigation Works, Bahraich||Flood Division, Shravasti",01/EE/2026-27,2026_UPIDC_1144048_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,EXECUTIVE ENGINEER,Flood Division Shrawasti,1.0,Fee/PreQual/Technical,.pdf,Documents,1.0,DateCorrigendum,Date,,30-Apr-2026 03:35 PM,06-May-2026 03:30 PM,30-Apr-2026 03:35 PM,06-May-2026 02:00 PM,NA ,NA ,30-Apr-2026 03:35 PM,06-May-2026 02:00 PM,11-May-2026 10:00 AM,silt clearance of Hathiyakunda Drain from Km. 6.000 to Km. 14.300 in District Shrawasti Shrawasti.,silt clearance of Hathiyakunda Drain from Km. 6.000 to Km. 14.300 in District Shrawasti Shrawasti.,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,25.0,Bhinga,271831.0,NA ,NA ,NA ,Flood Division Shrawasti,No ,No,1.0,SBI Bank,"60,000",Yes,fixed,,Nil,Nil,AOC,Finance,FINANCIAL EVALUATION,Akhilesh kumar Gautam,15-Jul-2026 11:59 AM,finance_2137337.pdf,BOQ Comparative Chart,Akhilesh Kumar Gautam,Internal,Vikash Siromani Singh,Akhilesh kumar Gautam,08-May-2026 06:35 PM,11-May-2026 10:00 AM,techsummary_2137337.pdf (687.88 KB),Technical,Technical Evaluation,Akhilesh kumar Gautam,08-May-2026 06:33 PM,technical_2137337.pdf,Akhilesh Kumar Gautam,Internal,Vikash Siromani Singh,Akhilesh kumar Gautam,15-Jul-2026 12:04 PM,finsummary_2137337.pdf (624.05 KB),15-Jul-2026,"INR 60,000",25.0,Akhilesh kumar Gautam,15-Jul-2026 12:06 PM,Lot10.pdf (425.00 KB),Due To L1,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-1, Faizabad||IX Circle Irrigation Works, Bahraich||Flood Division, Shravasti",2026_UPIDC_1144048_1,01/EE/2026-27,silt clearance of Hathiyakunda Drain from Km. 6.000 to Km. 14.300 in District Shrawasti Shrawasti.,1.0,6093392.0,Mohammad Abdulla,INR,"60,000",1,6093392,Mohammad Abdulla,06-May-2026 01:57 PM,Accepted-AOC,Due To L1,15-Jul-2026 12:07 PM,AOC
,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,2.0,Other Corrigendum,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6093041,M/s Nav Bharat Construction,06-May-2026 01:21 PM,Rejected-Finance,Due To L3,15-Jul-2026 12:04 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6092973,M/S RADHIKA CONSTRUCTION COMPANY,06-May-2026 12:50 PM,Rejected-Finance,Due To L4,15-Jul-2026 12:04 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6088232,M/s Shail Devi,06-May-2026 12:28 PM,Rejected-Technical,Disqualified,08-May-2026 06:35 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6093537,Ram Charan Verma,06-May-2026 01:43 PM,Rejected-Finance,Due To L2,15-Jul-2026 12:04 PM,AOC
