Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
31-Jul-2026,"INR 3,967,061.24",180.0,RAJNEESH KUMAR,31-Jul-2026 12:37 PM,wardno21simirdha.pdf (502.00 KB),FINAL,1.0,6163033.0,M/S ARYAN ASSOCIATE,INR,"3,967,061.24",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,2026_REDUP_1155905_8,33/SE/RED/Tender/Jhansi/26-27 Date 13-04-2026,Ward No. 21 Simrdha ke prem ka dera mai sri raghvendra yadav ke makan ke aage ki or apex road abam nali nirman karya,1,6163033,M/S ARYAN ASSOCIATE,04-Jun-2026 11:33 AM,Accepted-AOC,Y,31-Jul-2026 12:37 PM,Technical,final,RAJNEESH KUMAR,01-Jul-2026 04:18 PM,,Rajneesh Kumar,Internal,SE JHANSI EE JHANSI EE JALAUN DAO JHANSI,RAJNEESH KUMAR,31-Jul-2026 12:34 PM,finsummary_2165530.pdf (501.73 KB),Finance,FINAL,RAJNEESH KUMAR,31-Jul-2026 12:32 PM,,BOQ Comparative Chart,Rajneesh Kumar,Internal,SE Jhansi EE Jhansi EE Jalaun DAO Jhansi,RAJNEESH KUMAR,01-Jul-2026 04:21 PM,08-Jul-2026 12:30 PM,techsummary_2165530.pdf (342.43 KB),AOC,Ward No. 21 Simrdha ke prem ka dera mai sri raghvendra yadav ke makan ke aage ki or apex road abam nali nirman karya,Ward No. 21 Simrdha ke prem ka dera mai sri raghvendra yadav ke makan ke aage ki or apex road abam nali nirman karya,Please refer Tender documents. ,NA ,"39,76,000",Civil Works,NA ,Tender,90.0,180.0,Ward No. 21 Simrdha ke prem ka dera mai sri raghve,284003.0,NA ,NA ,NA ,SE RED Circle Jhansi,No ,No,1.0,SBI Bank,01-Jun-2026 01:41 AM,12-Jun-2026 03:30 PM,01-Jun-2026 09:00 AM,12-Jun-2026 12:00 PM,NA ,NA ,01-Jun-2026 09:00 AM,12-Jun-2026 12:00 PM,08-Jul-2026 12:30 PM,"2,354",Nil,Nil,No,"80,000",Yes,fixed,,Nil,Nil,SE RED Circle Jhansi,SE RED Circle Jhansi,1,Fee/PreQual/Technical,.pdf,sbd,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,33/SE/RED/Tender/Jhansi/26-27 Date 13-04-2026,2026_REDUP_1155905_8,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,2,6163048,M/S RAMNATH,03-Jun-2026 05:35 PM,Rejected-Finance,N,31-Jul-2026 12:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,,,,,,,,,,,AOC
