Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Tender Stage
06-Jul-2026,"INR 5,119,306",210.0,Sanjeev Saxena,06-Jul-2026 11:02 AM,MEHNAZPURFS.pdf (44.00 KB),L1,1.0,6036503.0,AMAN ENTERPRISES,INR,"5,119,306",UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,2026_UPPAN_1133392_1,"80/PAN/ET/25-26, DT. 04-04-2026",CONSTRUCTION OF BOUNDARY WALL AND MAIN GATE AT POLICE STATION MEHNAZPUR DISTT AZAMGARH U.P.,1,6036503,AMAN ENTERPRISES,17-Apr-2026 11:18 AM,Accepted-AOC,L1,06-Jul-2026 11:02 AM,Finance,ALL BIDDER ADMITTED,Sanjeev Saxena,26-May-2026 05:54 PM,,BOQ Comparative Chart,SANJEEV SAXENA,Internal,DULAREY PRASAD PRASHANT TRIPATHI,Sanjeev Saxena,21-May-2026 02:56 PM,22-May-2026 11:00 AM,techsummary_2115579.pdf (711.01 KB),Technical,1 bidder rejected in technical,Sanjeev Saxena,21-May-2026 02:42 PM,,SANJEEV SAXENA,Internal,DULAREY PRASAD PRASHANT TRIPATHI,Sanjeev Saxena,26-May-2026 06:23 PM,finsummary_2115579.pdf (44.13 KB),AOC,UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,"80/PAN/ET/25-26, DT. 04-04-2026",2026_UPPAN_1133392_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"2,360",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,Sanjeev Saxena,U.P. Police Avas Nigam Ltd,"1,05,000",No,fixed,,Nil,Nil,04-Apr-2026 06:00 PM,28-Apr-2026 11:30 AM,04-Apr-2026 06:00 PM,27-Apr-2026 05:00 PM,NA ,NA ,04-Apr-2026 06:00 PM,27-Apr-2026 05:00 PM,22-May-2026 11:00 AM,1.0,DATE Corrigendum,Date,,CONSTRUCTION OF BOUNDARY WALL AND MAIN GATE AT POLICE STATION MEHNAZPUR DISTT AZAMGARH U.P.,CONSTRUCTION OF BOUNDARY WALL AND MAIN GATE AT POLICE STATION MEHNAZPUR DISTT AZAMGARH U.P.,Please refer Tender documents. ,NA ,"52,35,000",Civil Works,NA ,Tender,90.0,210.0,POLICE STATION MEHNAZPUR DISTT AZAMGARH U.P.,276204.0,NA ,NA ,NA ,U.P. Police Avas Nigam Ltd,No ,No,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,2,6044231,Pacific buildcon,27-Apr-2026 01:38 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,21-May-2026 02:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,2.0,Corrigendum EMD,Fee,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,6046014,TIWARI CONSTRUCTION,14-Apr-2026 01:49 PM,Rejected-Finance,L3,26-May-2026 06:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,6036017,VINDHYACHAL CONSTRUCTION AND SUPPLIERS,14-Apr-2026 04:44 PM,Rejected-Finance,L2,26-May-2026 06:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
