Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
30-Jun-2026,"INR 4,108,761",90.0,RAJESH KUMAR,03-Jul-2026 06:23 PM,3shah.pdf (567.00 KB),"AOC OF THE WORK - Interlocking work in Village Patti Jujhar Madrauli, Development Block Madnapur, extending from Ved Prakash Pathak house to Satypal Singh house.",1.0,6148053.0,A.P. CONSTRUCTION & SUPPLIERS,INR,"4,108,761",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE,2026_REDUP_1147416_3,23/RED/Nivida file Shahjahanpur/E Nivida/2026-27 dated 02-04-2026,"Interlocking work in Village Patti Jujhar Madrauli, Development Block Madnapur, extending from Ved Prakash Pathak house to Satypal Singh house.",1,6148053,A.P. CONSTRUCTION & SUPPLIERS,28-May-2026 10:18 AM,Accepted-AOC,DUE TO LOWER RATE,03-Jul-2026 06:23 PM,Technical,BID OPEN,RAJESH KUMAR,09-Jun-2026 07:56 PM,technical_2146653.pdf,SEREDCIRCLEBAREILLY,Internal,SEREDCIRCLEBAREILYEEREDDIVSIONSHAHJAHANPUREEREDDIVISIONPILIBHITDAOREDDIVISIONSHAHJAHANPUR,RAJESH KUMAR,26-Jun-2026 01:13 PM,finsummary_2146653.pdf (1046.46 KB),Finance,FINANCIAL BID OPEN,RAJESH KUMAR,26-Jun-2026 01:05 PM,finance_2146653.pdf,BOQ Comparative Chart,SEREDCIRCLEBAREILLY,Internal,SEREDCIRCLEBAREILLYEEREDDIVISIONSHAHJAHANPUREEREDDIVISIONPILIBHITDAOREDDIVISIONSHAHJAHANPUR,RAJESH KUMAR,09-Jun-2026 07:58 PM,16-Jun-2026 12:30 PM,techsummary_2146653.pdf (701.05 KB),AOC,"2,354",Nil,Nil,No,1.0,BOQ CORRIGENDUM 3,BOQ,,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENT,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE,23/RED/Nivida file Shahjahanpur/E Nivida/2026-27 dated 02-04-2026,2026_REDUP_1147416_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Interlocking work in Village Patti Jujhar Madrauli, Development Block Madnapur, extending from Ved Prakash Pathak house to Satypal Singh house.","Interlocking work in Village Patti Jujhar Madrauli, Development Block Madnapur, extending from Ved Prakash Pathak house to Satypal Singh house.",Please refer Tender documents. ,NA ,"34,89,000",Civil Works - Roads,NA ,Tender,90.0,90.0,MADNAPUR SHAHJAHANPUR,242301.0,SE RED CIRCLE BAREILLY OFFICE ,SE RED CIRCLE BAREILLY OFFICE ,13-May-2026 12:00 PM ,SE RED CIRCLE BAREILLY OFFICE,No ,No,12-May-2026 10:00 AM,28-May-2026 04:00 PM,12-May-2026 10:00 AM,28-May-2026 12:00 PM,NA ,NA ,12-May-2026 10:00 AM,28-May-2026 12:00 PM,16-Jun-2026 12:30 PM,SE RED CIRCLE BAREILLY,SE RED CIRCLE BAREILLY OFFICE,"70,000",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,2,6148139,M/S BANSAL ASSOCIATES,28-May-2026 10:40 AM,Rejected-Finance,due to higher rate,26-Jun-2026 01:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,2,Finance,.xls,FINANCIAL DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
