Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,Tender Stage
Gorakhpur Industrial Development Authority,2026_UGIDA_1144385_1,521/GIDA/2026-27 DT. 24.04.2026,Fixing of W Metal Beam for Safety Work at Sector 28 GIDA Gorakhpur,1.0,6143671.0,AMBE INFRAPROJECTS PRIVATE LIMITED,INR,"8,883,164.71",1,6143671,AMBE INFRAPROJECTS PRIVATE LIMITED,26-May-2026 02:53 PM,Accepted-AOC,L1,07-Jul-2026 07:43 PM,07-Jul-2026,"INR 8,883,164.71",180.0,vivek kumar verma,07-Jul-2026 07:43 PM,521.pdf (653.00 KB),CEO GIDA,Internal,M(C)GM(F)ACEO,vivek kumar verma,07-Jul-2026 07:41 PM,finsummary_2138159.pdf (653.27 KB),Technical,BID OPENED,VIBHOR TYAGI,26-May-2026 07:24 PM,,CEO GIDA,Internal,M(C)GM(F)ACEO,vivek kumar verma,24-Jun-2026 10:20 AM,24-Jun-2026 10:25 AM,techsummary_2138159.pdf (444.69 KB),Finance,BID OPENED,VIBHOR TYAGI,24-Jun-2026 01:52 PM,,BOQ Comparative Chart,AOC,1.0,Fee/PreQual/Technical,.pdf,NIT,"2,950",Nil,Nil,No,Fixing of W Metal Beam for Safety Work at Sector 28 GIDA Gorakhpur,Fixing of W Metal Beam for Safety Work at Sector 28 GIDA Gorakhpur,Please refer Tender documents. ,NA ,"1,14,20,885",Civil Works,NA ,Tender,90.0,180.0,GIDA GORAKHPUR,273212.0,O/O CEO GIDA SECTOR 7 GIDA GORAKHPUR ,GIDA SECTOR 7 GIDA GORAKHPUR ,22-May-2026 04:30 PM ,O/O CEO GIDA SECTOR 7 GIDA GORAKHPUR,No ,No,"7,71,000",No,fixed,,Nil,Nil,Gorakhpur Industrial Development Authority,521/GIDA/2026-27 DT. 24.04.2026,2026_UGIDA_1144385_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,04-May-2026 11:00 AM,26-May-2026 04:00 PM,04-May-2026 11:00 AM,26-May-2026 03:00 PM,NA ,NA ,04-May-2026 11:00 AM,26-May-2026 03:00 PM,24-Jun-2026 10:25 AM,1.0,SBI Bank,CEO GIDA,GIDA SECTOR 7 GIDA GORAKHPUR,AOC
,,,,,,,,,2,6143003,DESCON INFRASTRUCTURES PRIVATE LIMITED,26-May-2026 02:39 PM,Rejected-Finance,L4,07-Jul-2026 07:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,T2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,6142010,M/S AGRAWAL ASSOCIATE,26-May-2026 01:18 PM,Rejected-Finance,L2,07-Jul-2026 07:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,6141326,M/S CHANDRAMOHAN UPADHYAY,26-May-2026 01:34 PM,Rejected-Finance,L3,07-Jul-2026 07:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,6143417,R.K.TRADERS & CONSTRUCTION PRIVATE LIMITED,26-May-2026 01:20 PM,Rejected-Finance,L5,07-Jul-2026 07:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
