Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage
Surendra Mohan Verma,Internal,J.P. Singh,Surendra Mohan Verma,08-Apr-2026 03:56 PM,09-Apr-2026 04:00 PM,techsummary_2114047.pdf (1476.29 KB),15-Apr-2026,"INR 21,360,630",90.0,Surendra Mohan Verma,14-Jul-2026 08:13 PM,L_5.pdf (291.00 KB),AOC,Technical,Fee/PreQual/Technical,Surendra Mohan Verma,08-Apr-2026 03:51 PM,technical_2114047.pdf,Finance,Finance,Surendra Mohan Verma,10-Apr-2026 06:54 PM,finance_2114047.pdf,BOQ Comparative Chart,Surendra Mohan Verma,Internal,J P Singh,Surendra Mohan Verma,10-Apr-2026 07:00 PM,finsummary_2114047.pdf (283.71 KB),1.0,6034426.0,Devendra Nath Mishra,INR,"21,360,630",1,6033572,AKANKSHA ASSOCIATES,07-Apr-2026 10:24 AM,Rejected-Finance,L3,10-Apr-2026 07:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak Flood Circle, Basti",2026_UPIDC_1122380_35,04/SE/2025-26,Construction of Km. 4.400 to Km. 4.700 in Between 04 no. Dampners in 280 m length for Protection of Village Maujpur on Gaura-Saiphabad bund on left bank of River Ghaghra (Saryu) in Distt. Basti.,AOC,02-Apr-2026 02:00 PM,07-Apr-2026 02:30 PM,02-Apr-2026 02:00 PM,07-Apr-2026 02:00 PM,NA ,NA ,02-Apr-2026 02:00 PM,07-Apr-2026 02:00 PM,09-Apr-2026 04:00 PM,"3,940",Nil,Nil,No,"5,17,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,Construction of Km. 4.400 to Km. 4.700 in Between 04 no. Dampners in 280 m length for Protection of Village Maujpur on Gaura-Saiphabad bund on left bank of River Ghaghra (Saryu) in Distt. Basti.,Construction of Km. 4.400 to Km. 4.700 in Between 04 no. Dampners in 280 m length for Protection of Village Maujpur on Gaura-Saiphabad bund on left bank of River Ghaghra (Saryu) in Distt. Basti.,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,90.0,Basti,272002.0,NA ,NA ,NA ,"Superintending Engineer, Gandak Flood Circle, Bast",No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak Flood Circle, Basti",04/SE/2025-26,2026_UPIDC_1122380_35,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,Superintending Engineer,"Superintending Engineer, Gandak Flood Circle, Basti",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6034426,Devendra Nath Mishra,07-Apr-2026 12:27 PM,Accepted-AOC,L1,14-Jul-2026 08:13 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6034623,GARIMA INFRASTRUCTURE,07-Apr-2026 01:41 PM,Rejected-Finance,L4,10-Apr-2026 07:00 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6034624,M/S ANAND CONSTRUCTION COMPANY,07-Apr-2026 01:27 PM,Rejected-Finance,L6,10-Apr-2026 07:00 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6033697,M/S BHAGWATI TRADERS,07-Apr-2026 01:14 PM,Rejected-Finance,L2,10-Apr-2026 07:00 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6034254,SHIVANAND SHUKLA,07-Apr-2026 11:02 AM,Rejected-Finance,L5,10-Apr-2026 07:00 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
