S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Fees And Technical Documents,"Under District Barabanki, Construction of road from Behra Bazar to village Behra in Suratganj, Lot No 2","Under District Barabanki, Construction of road from Behra Bazar to village Behra in Suratganj, Lot No 2",Please refer Tender documents. ,NA ,"45,61,000",Civil Works,NA ,Tender,90.0,NA ,Barabanki,224001.0,Fees And Technical Documents ,"SE RED Ayodhya Circle, Bada Ramana, Reedganj, Ayodhya  ",15-May-2026 11:00 AM ,Fees And Technical Documents,No ,No,"91,220",No,percentage,2.0%,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE,36/SE RED Ayodhya/Barabanki/26-27 Dt 04/04/2026,2026_REDUP_1147746_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,12-May-2026 03:15 PM,25-May-2026 12:30 PM,12-May-2026 03:15 PM,25-May-2026 12:00 PM,NA ,NA ,12-May-2026 03:15 PM,25-May-2026 12:00 PM,15-Jun-2026 12:00 PM,Fees And Technical Documents,"SE RED Ayodhya Circle, Bada Ramana, Reedganj, Ayodhya","2,354",Nil,Nil,No,AOC,Technical,Summary,KrishnaKumar Mishra,25-May-2026 01:50 PM,,Er K K Mishra SE RED Ayodhya Circle,Internal,,KrishnaKumar Mishra,20-Jul-2026 05:15 PM,finsummary_2147650.pdf (267.50 KB),Finance,Summary,KrishnaKumar Mishra,16-Jun-2026 04:11 PM,,BOQ Comparative Chart,Er K K Mishra SE RED Ayodhya Circle,Internal,"Er K K Mishra SE RED Ayodhya Circle, Er Gyanendra Kumar EE RED Barabanki, Er Munesh Kumar Lodhi EE RED Ayodhya, Mr Sushil Kumar Tripathi DAO RED Barabanki",KrishnaKumar Mishra,08-Jun-2026 09:41 PM,15-Jun-2026 12:00 PM,techsummary_2147650.pdf (376.80 KB),21-Jul-2026,"INR 5,424,742",180.0,KrishnaKumar Mishra,20-Jul-2026 05:18 PM,36_2.pdf (445.00 KB),1,6125517,JAI DURGA ASSOCIATES,25-May-2026 10:09 AM,Accepted-AOC,AoC,20-Jul-2026 05:17 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE,2026_REDUP_1147746_2,36/SE RED Ayodhya/Barabanki/26-27 Dt 04/04/2026,"Under District Barabanki, Construction of road from Behra Bazar to village Behra in Suratganj, Lot No 2",1.0,6125517.0,JAI DURGA ASSOCIATES,INR,"5,424,742",AOC
,,2,Finance,.xls,Financial Documents(BoQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6129169,SHRI AYODHYA ASSOCIATES,25-May-2026 09:19 AM,Rejected-Finance,Rejected,20-Jul-2026 05:15 PM,,,,,,,,,,AOC
