Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Er SP Mishra,Internal,Er DP Mishra,Satyaprakash Mishra,01-Jul-2026 12:48 PM,02-Jul-2026 01:00 PM,techsummary_2177935.pdf (764.50 KB),02-Jul-2026,"INR 1,763,280.32",90.0,Satyaprakash Mishra,02-Jul-2026 09:44 PM,116816_12.pdf (1031.00 KB),Technical,d,Satyaprakash Mishra,30-Jun-2026 03:40 PM,,Er SP Mishra,Internal,,Satyaprakash Mishra,02-Jul-2026 09:42 PM,finsummary_2177935.pdf (1030.85 KB),Finance,d,Satyaprakash Mishra,02-Jul-2026 07:05 PM,,BOQ Comparative Chart,1.0,6209131.0,ABHISHEK ASSOCIATE,INR,"1,763,280.32",1,6209131,ABHISHEK ASSOCIATE,23-Jun-2026 11:24 PM,Accepted-AOC,AWARD OF CONTRACT,02-Jul-2026 09:44 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE ALLAHABAD,2026_REDUP_1161816_12,Notice No. 518 date 01-06-2026,Construction of interlocking and seating bench surrounding of Allahpur kabristan,AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE ALLAHABAD,Notice No. 518 date 01-06-2026,2026_REDUP_1161816_12,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,"36,000",No,fixed,,Nil,Nil,eeredallahabad,eeredallahabad,19-Jun-2026 09:00 AM,25-Jun-2026 01:00 PM,19-Jun-2026 09:00 AM,24-Jun-2026 05:00 PM,NA ,NA ,19-Jun-2026 09:00 AM,24-Jun-2026 05:00 PM,02-Jul-2026 01:00 PM,Construction of interlocking and seating bench surrounding of Allahpur kabristan,Construction of interlocking and seating bench surrounding of Allahpur kabristan,Please refer Tender documents. ,NA ,"17,65,000",Civil Works,NA ,Tender,90.0,90.0,eeredallahabad,211002.0,NA ,NA ,NA ,eeredallahabad,No ,No,1,Fee/PreQual/Technical,.pdf,pdf,"2,500",Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6215807,GAURAV ASSOCIATE,24-Jun-2026 09:54 AM,Rejected-Finance,Reject,02-Jul-2026 09:42 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,xls,,,,,AOC
