Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
29-Jul-2026,"INR 2,114,513.65",90.0,Ratnesh Kumar Gond,29-Jul-2026 01:18 PM,rispansiv546.pdf (81.00 KB),aoc,1,6210830,M/S KAPILESHWARI CONSTRUCTION,24-Jun-2026 01:57 PM,Rejected-Finance,second lowest,08-Jul-2026 12:43 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE BALLIA,2026_REDUP_1162119_1,546/EE/RED/25-05-2026,LOT 42 BALLIA NAGAR CHANDRASHEKHAR UDYAN VACHNALAY PUSTAKALAYA KA NIRMAN KARYA,1.0,6210808.0,M/S UTKARSH CONSTRUCTION,INR,"2,114,513.65",Technical,2 bid,Ratnesh Kumar Gond,26-Jun-2026 02:25 PM,,EE,Internal,aedao,Ratnesh Kumar Gond,08-Jul-2026 12:43 PM,finsummary_2178299.pdf (80.92 KB),Finance,2 bid,Ratnesh Kumar Gond,30-Jun-2026 12:35 PM,,BOQ Comparative Chart,EE,Internal,aedao,Ratnesh Kumar Gond,27-Jun-2026 02:36 PM,29-Jun-2026 11:00 AM,techsummary_2178299.pdf (80.92 KB),AOC,944.0,Nil,Nil,No,LOT 42 BALLIA NAGAR CHANDRASHEKHAR UDYAN VACHNALAY PUSTAKALAYA KA NIRMAN KARYA,LOT 42 BALLIA NAGAR CHANDRASHEKHAR UDYAN VACHNALAY PUSTAKALAYA KA NIRMAN KARYA,Please refer Tender documents. ,NA ,"21,19,000",Civil Works,NA ,Tender,90.0,90.0,BALLIA,277001.0,NA ,NA ,NA ,EE RED BALLIA,No ,No,1,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENTS,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE BALLIA,546/EE/RED/25-05-2026,2026_REDUP_1162119_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,EE RED DIV BALLIA,EE RED DIV BALLIA,1.0,SBI Bank,"43,000",Yes,fixed,,Nil,Nil,19-Jun-2026 04:10 PM,25-Jun-2026 12:30 PM,19-Jun-2026 04:10 PM,25-Jun-2026 12:00 PM,NA ,NA ,19-Jun-2026 04:10 PM,25-Jun-2026 12:00 PM,29-Jun-2026 11:00 AM,AOC
,,,,,,,2,6210808,M/S UTKARSH CONSTRUCTION,24-Jun-2026 12:56 PM,Accepted-AOC,aoc,29-Jul-2026 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
