S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
1,6118853,A P CONSTRUCTION,15-May-2026 07:14 PM,Accepted-AOC,l1,08-Jul-2026 07:10 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,2026_REDUP_1147449_1,215/RED/T/Unnao/26-27 dt-20.4.26,Projact Alankar Yojnantargat Rajkiya Intercollage Civil Iine Unnao me Anurachan ka karye.,1.0,6118853.0,A P CONSTRUCTION,INR,"2,595,319.84",08-Jul-2026,"INR 2,595,319.84",90.0,Narendra chaudhary,08-Jul-2026 07:10 PM,Alankarcivilline0005.pdf (904.00 KB),l1,Er Narendra Chaudhary,Internal,,Narendra chaudhary,04-Jun-2026 11:21 AM,04-Jun-2026 11:25 AM,techsummary_2146657.pdf (475.58 KB),Finance,ssss,Narendra chaudhary,08-Jul-2026 07:05 PM,finance_2146657.pdf,BOQ Comparative Chart,Er Narendra Chaudhry,Internal,,Narendra chaudhary,08-Jul-2026 07:07 PM,finsummary_2146657.pdf (904.50 KB),Technical,Summary,Narendra chaudhary,04-Jun-2026 11:18 AM,technical_2146657.pdf,AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,215/RED/T/Unnao/26-27 dt-20.4.26,2026_REDUP_1147449_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,"2,384",Nil,Nil,No,"51,900",Yes,fixed,,Nil,Nil,11-May-2026 04:00 PM,18-May-2026 12:30 PM,11-May-2026 04:00 PM,18-May-2026 12:00 PM,NA ,NA ,11-May-2026 04:00 PM,18-May-2026 12:00 PM,04-Jun-2026 11:25 AM,Projact Alankar Yojnantargat Rajkiya Intercollage Civil Iine Unnao me Anurachan ka karye.,Projact Alankar Yojnantargat Rajkiya Intercollage Civil Iine Unnao me Anurachan ka karye.,Plz Refer Doc ,NA ,"25,96,000",Civil Works,NA ,Tender,90.0,90.0,Unnao,209801.0,NA ,NA ,NA ,EE RED OFFICE UNNAO,No ,No,Er Narendra Chaudhary,Vikas Bhawan Unnao,AOC
2,6117293,M/s Upashna Construction,15-May-2026 09:29 AM,Rejected-AOC,l2,08-Jul-2026 07:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
