Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
766.0,Nil,Nil,No,Baratghar construction work in Majra Rajpal Nagla of Gram Panchayat Dhami Patti (Dataganj),Baratghar construction work in Majra Rajpal Nagla of Gram Panchayat Dhami Patti (Dataganj),Please Refer To Tender ,NA ,"12,31,120",Civil Works,NA ,Tender,90.0,90.0,Badaun,243601.0,NA ,NA ,NA ,"RED, Badaun",No ,No,"25,000",Yes,fixed,,Nil,Nil,"Executive Engineer, RED, Division Badaun","Office of Executive Engineer, Rural Engineering Department, Division Badaun, Room No. 226, First Floor, Vikas Bhawan, Badaun 243601",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE||EE BADAUN,575(01)/RED/e-Tender/2025-26 Date 21.07.2025,2025_REDUP_1060889_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,30-Jul-2025 12:00 PM,29-Aug-2025 04:00 PM,30-Jul-2025 12:00 PM,29-Aug-2025 12:00 PM,NA ,NA ,30-Jul-2025 12:00 PM,29-Aug-2025 12:00 PM,08-Sep-2025 12:00 PM,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Technical,AOC,Finance,Financial Bid Opened,BHOOPENDRA PRATAP SINGH,08-Sep-2025 12:26 PM,,BOQ Comparative Chart,Executive Engineer,Internal,AE and DAO,SureshChandra Singh,04-Sep-2025 11:52 AM,08-Sep-2025 12:00 PM,techsummary_1932591.pdf (406.98 KB),Technical,Technical Bid Open,SureshChandra Singh,30-Aug-2025 11:18 AM,,Executive Engineer,Internal,Ae and DAO,SureshChandra Singh,09-Sep-2025 05:48 PM,finsummary_1932591.pdf (227.99 KB),12-Sep-2025,"INR 1,446,620",90.0,BHOOPENDRA PRATAP SINGH,15-Sep-2025 05:42 PM,dhammipatti.pdf (524.00 KB),Agreement Cost For Construction With GST,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE||EE BADAUN,2025_REDUP_1060889_1,575(01)/RED/e-Tender/2025-26 Date 21.07.2025,Baratghar construction work in Majra Rajpal Nagla of Gram Panchayat Dhami Patti (Dataganj),1.0,5494375.0,RISHI VISHWAKARMA CONSTRUCTION (R.V. CONSTRUCTION),INR,"1,225,949.41",1,5494348,M/S SUSHIL KUMAR CONTRACTOR,25-Aug-2025 10:34 PM,Rejected-Finance,Due To Higher Rate,09-Sep-2025 05:48 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Bill of Quantity,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5494375,RISHI VISHWAKARMA CONSTRUCTION (R.V. CONSTRUCTION),25-Aug-2025 10:19 PM,Accepted-AOC,Due To Lower Rate,15-Sep-2025 05:42 PM,AOC
