Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Mathura,2025_SCIDC_1062538_1,13/MLC/Mathura/25-26,"IS/I/T/C LED Street Light ON EXISTING POLE, UNDER MLA-LAD in village- Daulatpur Basaau Block- Nauhjhil ,Mathura .",1.0,5409321.0,M/s Neha Enterprises,INR,"112,894.79",1,5409537,Jagvir Construction and Supplier,07-Aug-2025 03:09 PM,Rejected-Finance,Bid has been rejected as per application given by related firm.,04-Sep-2025 12:54 PM,04-Sep-2025,"INR 112,894.79",180.0,Sanjai Gangwar,04-Sep-2025 01:53 PM,13mtr.pdf (355.00 KB),Executive Engineer,Internal,,Sanjai Gangwar,04-Sep-2025 12:54 PM,finsummary_1936021.pdf (354.86 KB),Technical,All bids are ok,Sanjai Gangwar,14-Aug-2025 01:02 PM,technical_1936021.pdf,Shri Sanjay Gangwar,Internal,,Sanjai Gangwar,14-Aug-2025 04:14 PM,14-Aug-2025 04:15 PM,techsummary_1936021.pdf (179.80 KB),Finance,Rate of M/s Neha Enterprises is accepted.,Sanjai Gangwar,04-Sep-2025 12:38 PM,finance_1936021.pdf,BOQ Comparative Chart,AOC,1.0,RTGS - RTGS Payment,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Mathura,13/MLC/Mathura/25-26,2025_SCIDC_1062538_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"3,000",No,fixed,,UPSCIDC,Mathura,Executive Engineer,"EX.EN. OFFICE 10, CIVIL LINE Mathura",02-Aug-2025 05:00 PM,08-Aug-2025 01:00 PM,02-Aug-2025 05:00 PM,08-Aug-2025 12:00 PM,NA ,NA ,02-Aug-2025 05:00 PM,08-Aug-2025 12:00 PM,14-Aug-2025 04:15 PM,531.0,UPSCIDC,Mathura,No,1.0,Fee/PreQual/Technical,.pdf,NIT,"IS/I/T/C LED Street Light ON EXISTING POLE, UNDER MLA-LAD in village- Daulatpur Basaau Block- Nauhjhil ,Mathura .","IS/I/T/C LED Street Light ON EXISTING POLE, UNDER MLA-LAD in village- Daulatpur Basaau Block- Nauhjhil ,Mathura.",Please refer Tender documents. ,NA ,"1,13,000",Civil Works,NA ,Tender,180.0,180.0,SIKANDRA,282007.0,NA ,NA ,NA ,"H.No.-128, Paschimpuri, Near Pani Ki Tanki, Sikand",No ,No,AOC
,,,,,,,,,2,5409321,M/s Neha Enterprises,07-Aug-2025 01:59 PM,Accepted-AOC,OK,04-Sep-2025 01:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5409812,TARUN ENTERPRISES,07-Aug-2025 04:45 PM,Rejected-AOC,OK,04-Sep-2025 01:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
