EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"6,42,000",No,fixed,,"E.E. CD E and M, UPJN Urban Varanasi",Varanasi,"Operation and Maintenance of 120 MLD Goithaha STP at Varanasi, On as is where is basis.","Operation and Maintenance of 120 MLD Goithaha STP at Varanasi, On as is where is basis.",As per NIT and Tender Document ,NA ,,Repair and Maintenance Works,Operation and Maintenance Work ,Rate Contract,120.0,365.0,Varanasi,221112.0,EE CD E and M UPJN Urban Varanasi ,"Executive Engineer, Construction Division E and M U.P. Jal Nigam, Urban, Varanasi  ",24-May-2025 12:00 PM ,EE CD E and M UPJN Urban Varanasi,No ,No,25-May-2026 11:32 AM,10-Jun-2025 01:00 PM,17-May-2025 01:30 PM,09-Jun-2025 05:00 PM,NA ,NA ,17-May-2025 01:30 PM,09-Jun-2025 05:00 PM,15-Sep-2025 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Technical,SUPERINTENDING ENGINEER,"CONSTRUCTION CIRCLE E and M, UTTAR PRADESH JAL NIGAM URBAN PRAYAGRAJ","U P Jal Nigam (HQ), Lucknow||Chief Engineer (Agra)||SE, CC (E-M), Agra||EE, 2nd Construction Division (E-M), Agra",220/NIVIDA/10 Dated 15.05.2025,2025_UPJNM_1039779_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,BG - Bank Guarantee,"11,800","E.E. CD E and M, UPJN Urban, Varanasi",Varanasi,No,AOC,Technical,Technical evaluation Bid opening summary,SHEHROZ DOST,11-Sep-2025 11:23 AM,technical_1885590.pdf,CE Sanjay kumar Gautam,Internal,SE E and M PRAYAGRAJ SE Civil VARANASI AMC VNS SECRATORY JALKAL VNS EE E and M VARANASI EE CIVIL VARANASI AO EE and PA PRAYAGRA,SHEHROZ DOST,24-Sep-2025 02:35 PM,finsummary_1885590.pdf (3506.36 KB),Finance,Financial Bid opening summary,SHEHROZ DOST,24-Sep-2025 02:18 PM,finance_1885590.pdf,BOQ Comparative Chart,CE Sanjay kumar Gautam,Internal,AMC VNS SE E and M UPJN PYJ SE CC UPJN VNS AO CE PYJ ZONE UPJN PYJ EE and PA CE ZONE UPJN PYJ SECRETARY JALKAL VIBHAG EE CD E E and M UPJN VNS EE CD UPJN VNS,SHEHROZ DOST,11-Sep-2026 11:32 AM,15-Sep-2025 11:00 AM,techsummary_1885590.pdf (676.39 KB),01-Nov-2025,"INR 51,182,093.4",365.0,SHEHROZ DOST,26-Sep-2025 03:46 PM,AOCGHOITHAHA.pdf (1902.00 KB),As per AOC,"U P Jal Nigam (HQ), Lucknow||Chief Engineer (Agra)||SE, CC (E-M), Agra||EE, 2nd Construction Division (E-M), Agra",2025_UPJNM_1039779_1,220/NIVIDA/10 Dated 15.05.2025,"Operation and Maintenance of 120 MLD Goithaha STP at Varanasi, On as is where is basis.",1.0,5227730.0,MAHAVEER CONSTRUCTIONS,INR,"51,182,093.4",1,5239835,Aqua Gaseous Controls (india),07-Jun-2025 02:56 PM,Rejected-Finance,As per Financial Evaluation,24-Sep-2025 02:35 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5239902,Eco Chem Sales and Services,09-Jun-2025 01:27 PM,Rejected-Finance,As per Financial Evaluation,24-Sep-2025 02:35 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,RTGS - RTGS Payment,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5227730,MAHAVEER CONSTRUCTIONS,09-Jun-2025 04:19 PM,Accepted-AOC,As per AOC,26-Sep-2025 03:47 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5236332,PULKIT PROJECTS PVT. LTD.,05-Jun-2025 02:52 PM,Rejected-Finance,As per Financial Evaluation,24-Sep-2025 02:35 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5216366,VA Tech Wabag Ltd,09-Jun-2025 03:26 PM,Rejected-Technical,As per technical evaluation,11-Sep-2025 11:47 AM,AOC
