S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,SBI Bank,"1,80,000",No,fixed,,Nil,Nil,Belauha Bazar se Marvatia Power Station Pitch sadak Tak nirman karya,Belauha Bazar se Marvatia Power Station Pitch sadak Tak nirman karya,as per sbd ,NA ,"89,74,700",Civil Works,NA ,Tender,90.0,180.0,WORKS,272001.0,NA ,NA ,NA ,O/O SERED CIRCLE BASTI,No ,No,SERED CIRCLE BASTI,O/O SERED CIRCLE BASTI,21-Jun-2025 06:55 PM,27-Jun-2025 03:00 PM,21-Jun-2025 06:55 PM,27-Jun-2025 12:00 PM,21-Jun-2025 06:55 PM ,27-Jun-2025 12:00 PM ,21-Jun-2025 06:55 PM,27-Jun-2025 12:00 PM,06-Aug-2025 12:00 PM,1,Fee/PreQual/Technical,.pdf,technical,"2,714",Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE,19/RED/Nivida Patrawali/Bond Clerk/2025-26 Dt. 11.04.2025,2025_REDUP_1050979_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,Technical,Summary,Shailendra Chaudhary,29-Jul-2025 09:25 AM,,ER MUNESH KUMAR LODHI,Internal,se,MuneshKumar Lodhi,12-Sep-2025 11:27 AM,finsummary_1910069.pdf (626.16 KB),Finance,Summary,Shailendra Chaudhary,04-Sep-2025 09:32 AM,,BOQ Comparative Chart,ER MUNESH KUMAR LODHI,Internal,se,MuneshKumar Lodhi,30-Jul-2025 03:10 PM,06-Aug-2025 12:00 PM,techsummary_1910069.pdf (538.76 KB),12-Sep-2025,"INR 8,964,852.81",180.0,MuneshKumar Lodhi,12-Sep-2025 11:28 AM,19lot04.pdf (626.00 KB),a,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE,2025_REDUP_1050979_4,19/RED/Nivida Patrawali/Bond Clerk/2025-26 Dt. 11.04.2025,Belauha Bazar se Marvatia Power Station Pitch sadak Tak nirman karya,1.0,5274912.0,M/S SUMAN ENT6ERPRISES,INR,"8,964,852.81",1,5274912,M/S SUMAN ENT6ERPRISES,27-Jun-2025 11:47 AM,Accepted-AOC,a,12-Sep-2025 11:29 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,finance,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5274932,Shashibala Constraction,26-Jun-2025 11:40 PM,Rejected-Finance,r,12-Sep-2025 11:27 AM,AOC
