Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Etah,006/E.E./BJR. /2025-26 Dt. 14-07-2025,2025_SCIDC_1056906_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"77,000",No,fixed,,U.P. STATE CONST. AND INFRA. DEVELOPMENT CORP. LTD,MORADABAD,1,Fee/PreQual/Technical,.pdf,TENDER NOTICE,14-Jul-2025 02:30 PM,24-Jul-2025 11:00 AM,14-Jul-2025 03:00 PM,24-Jul-2025 10:00 AM,NA ,NA ,14-Jul-2025 04:00 PM,24-Jul-2025 10:00 AM,31-Jul-2025 06:15 PM,"1,652",U.P. STATE CONST. AND INFRA. DEVELOPMENT CORP. LTD,MORADABAD,No,1.0,RTGS - RTGS Payment,"E.E., UPSCIDCO, BIJNOR","E.E. OFFICE, UP STATE CONSTRUCTION AND INFRASTRUCTURE DEVELOPMENT CORPORATION LTD., SAMAJ KALYAN CAMPUS, KANTH ROAD, MORADABAD","CONSTRUCTION OF C.C. ROAD IN VILLAGE BHAREKI, BLOCK-KIRATPUR, DISTRICT- BIJNOR. (EKIKRIT YOJNA)","CONSTRUCTION OF C.C. ROAD IN VILLAGE BHAREKI, BLOCK-KIRATPUR, DISTRICT- BIJNOR. (EKIKRIT YOJNA)",Please refer Tender documents. ,NA ,"38,14,021",Civil Works - Roads,NA ,Tender,60.0,120.0,BIJNOR,246701.0,NA ,NA ,NA ,"E.E. OFFICE , UPSCIDCO, MORADABAD",No ,No,AOC,Technical,TECHNICAL REPORT,Avdhesh kumar Verma,31-Jul-2025 06:00 PM,technical_1923536.pdf,AVDHESH KUMAR VERMA -E.E,Internal,"1-AVDHESH KUMAR VERMA -E.E, 2-HARINDRA KUMAR(EL.) A.E, 3-MOOL CHANDRA-AAO",Avdhesh kumar Verma,08-Aug-2025 03:42 PM,finsummary_1923536.pdf (178.79 KB),Finance,FINANCIAL REPORT,Avdhesh kumar Verma,08-Aug-2025 03:36 PM,finance_1923536.pdf,BOQ Comparative Chart,AVDHESH KUMAR VERMA -E.E,Internal,"1-AVDHESH KUMAR VERMA -E.E, 2-HARINDRA KUMAR(EL.) A.E, 3-MOOL CHANDRA-AAO",Avdhesh kumar Verma,31-Jul-2025 06:07 PM,31-Jul-2025 06:15 PM,techsummary_1923536.pdf (203.09 KB),14-Aug-2025,"INR 3,814,021",120.0,Avdhesh kumar Verma,10-Sep-2025 12:19 PM,06NIT22WOBJR.pdf (316.00 KB),LOI OF WORK,1,5369783,M/S BHARGAV CONTRACTORS,24-Jul-2025 09:41 AM,Rejected-Finance,AMOUNT IS HIGH,08-Aug-2025 03:42 PM,1.0,5356875.0,VINEET KUMAR,INR,"3,794,569.49",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Etah,2025_SCIDC_1056906_1,006/E.E./BJR. /2025-26 Dt. 14-07-2025,"CONSTRUCTION OF C.C. ROAD IN VILLAGE BHAREKI, BLOCK-KIRATPUR, DISTRICT- BIJNOR. (EKIKRIT YOJNA)",AOC
,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,PRICE BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5356875,VINEET KUMAR,21-Jul-2025 07:06 PM,Accepted-AOC,AMOUNT IS LOWEST,10-Sep-2025 12:19 PM,,,,,,,,,,AOC
