Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage
SM,Internal,AFAO and Momager Elect,Ashish Singh Tomar,09-Sep-2025 06:49 PM,09-Sep-2025 06:50 PM,techsummary_1942893.pdf (1487.28 KB),Finance,Price Bid Summary,Ashish Singh Tomar,09-Sep-2025 06:56 PM,,BOQ Comparative Chart,1,5472527,Kapoor Electric Company,30-Aug-2025 02:55 PM,Accepted-AOC,You are first lowest.,27-Sep-2025 01:58 PM,27-Sep-2025,"INR 696,096.4",1155.0,Ashish Singh Tomar,27-Sep-2025 01:58 PM,148_0001.pdf (5866.00 KB),AOC to M/S Kapoor Elect. Company,1.0,5472527.0,Kapoor Electric Company,INR,"696,096.4",Technical,Technical Bid Summary,Ashish Singh Tomar,03-Sep-2025 11:20 AM,,UP STATE INDUSTRIAL DEVELOPMENT CORPORATION||KANPUR||EE KANPUR,2025_SIDC_1065829_1,ED-II (148) Date 26.05.2025,Supply and fixing of facade light at entrance gate of IA. Pilikhani along with 03 Years AMC.,SM,Internal,AFAO and Manager,Ashish Singh Tomar,27-Sep-2025 01:56 PM,finsummary_1942893.pdf (5866.36 KB),AOC,Supply and fixing of facade light at entrance gate of IA. Pilikhani along with 03 Years AMC.,Supply and fixing of facade light at entrance gate of IA. Pilikhani along with 03 Years AMC.,As per Technical Bid ,NA ,"6,97,841",Electrical Works,Electrical works  ,Tender,90.0,1155.0,Saharanpur,247001.0,NA ,NA ,NA ,TDS City Ghaziabad,No ,No,15-Aug-2025 11:00 AM,01-Sep-2025 11:00 AM,15-Aug-2025 11:00 AM,30-Aug-2025 05:00 PM,NA ,NA ,15-Aug-2025 11:00 AM,30-Aug-2025 05:00 PM,09-Sep-2025 06:50 PM,1.0,Extend the date,Date,,1.0,RTGS - RTGS Payment,UP STATE INDUSTRIAL DEVELOPMENT CORPORATION||KANPUR||EE KANPUR,ED-II (148) Date 26.05.2025,2025_SIDC_1065829_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"17,000",No,fixed,,Sr Manager,Sr Manager,Sr Manager,Office Sr Manager Elect ED II UPSIDA TDS City GZB.,"1,475",Sr Manager,Sr Manager,No,1,Fee/PreQual/Technical,.pdf,Technical Bid,AOC
,,,,,,,,,,,,,2,5509131,M/S MANOJ ELECTRICALS,30-Aug-2025 11:35 AM,Rejected-Finance,You are second lowest.,27-Sep-2025 01:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Price Bid,AOC
