Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
30-Sep-2025,"INR 45,263,216.04",365.0,Dileep Shukla,30-Sep-2025 01:06 PM,89_1.pdf (162.00 KB),1,5251244,MAA VAISHNO CONSTRUCTION COMPANY,15-Jun-2025 07:56 PM,Rejected-Finance,Rejected,30-Sep-2025 01:04 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE,2025_REDUP_1047407_1,89/SE RED Gorakhpur/Deoria/25-26 Dt 15/04/2025,"Under District Deoria, Construction of Workshop (Mechanical Motar Vehicle), Toilet Block (Male and Female), Parking (Two Wheeler and four Wheeler) and Repair Work at Govt. ITI Deoria, Lot No 1",1.0,5250132.0,M/S PRABHAKAR PANDEY,INR,"45,263,216.04",Finance,Summary,Dileep Shukla,17-Jul-2025 05:49 PM,,BOQ Comparative Chart,Er Isham Singh CE RED East,Internal,"Er Isham Singh CE RED East, Er D K Shukla SE RED Gorakhpur Circle, Er Surya Prakash EE RED Kushinagar , Er Vivek Priya EE RED Gorakhpur, Mr Kanhaiya Lal DAO RED Deoria",Dileep Shukla,12-Jul-2025 08:47 AM,17-Jul-2025 12:00 PM,techsummary_1902634.pdf (1914.93 KB),Technical,Summary,Dileep Shukla,17-Jun-2025 01:14 PM,,Er D K Shukla SE RED GORAKHPUR CIRCLE,Internal,,Dileep Shukla,30-Sep-2025 01:04 PM,finsummary_1902634.pdf (162.26 KB),AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE,89/SE RED Gorakhpur/Deoria/25-26 Dt 15/04/2025,2025_REDUP_1047407_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,FEES AND TECHNICAL DOCUMENTS,11-Jun-2025 09:00 AM,17-Jun-2025 12:30 PM,11-Jun-2025 09:00 AM,16-Jun-2025 12:00 PM,NA ,NA ,11-Jun-2025 09:00 AM,16-Jun-2025 12:00 PM,17-Jul-2025 12:00 PM,"2,714",Nil,Nil,No,"Under District Deoria, Construction of Workshop (Mechanical Motar Vehicle), Toilet Block (Male and Female), Parking (Two Wheeler and four Wheeler) and Repair Work at Govt. ITI Deoria, Lot No 1","Under District Deoria, Construction of Workshop (Mechanical Motar Vehicle), Toilet Block (Male and Female), Parking (Two Wheeler and four Wheeler) and Repair Work at Govt. ITI Deoria, Lot No 1",Please refer Tender documents. ,NA ,"4,10,28,000",Civil Works,NA ,Tender,90.0,365.0,Deoria,273001.0,NA ,NA ,NA ,SE RED GORAKHPUR CIRCLE,No ,No,1.0,SBI Bank,SE RED GORAKHPUR CIRCLE,"SE RED GORAKHPUR CIRCLE Daudpur, Canal Road, (Durga Mandir Compound), Post-Shivpuri, Gorakhpur","8,21,000",No,fixed,,Nil,Nil,AOC
,,,,,,2,5250132,M/S PRABHAKAR PANDEY,16-Jun-2025 11:02 AM,Accepted-AOC,AoC,30-Sep-2025 01:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2,Finance,.xls,FINANCIAL DOCUMENTS(BoQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
