Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"6,770",Nil,Nil,No,27-May-2025 06:55 PM,11-Jun-2025 11:00 AM,27-May-2025 06:55 PM,09-Jun-2025 05:00 PM,NA ,NA ,27-May-2025 06:55 PM,09-Jun-2025 05:00 PM,08-Jul-2025 05:30 PM,GM P,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2025/313 DT-21/05/2025,2025_YEIDA_1042868_15,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",1.0,SBI Bank,Widening and Strentgthening of Tirthali road from Kainchi ka Pul at Rabupura- Jhajhar road to 20 Foota road yea Wc-06,Widening and Strentgthening of Tirthali road from Kainchi ka Pul at Rabupura- Jhajhar road to 20 Foota road yea Wc-06,Please refer Tender documents. ,NA ,"8,05,74,233",Civil Works,NA ,Tender,90.0,365.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201310.0,NA ,NA ,NA ,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,No ,No,"16,11,500",No,fixed,,Nil,Nil,AOC,Committee,Internal,Committee,BHARAM PAL SINGH,06-Aug-2025 04:36 PM,finsummary_1893171.pdf (368.37 KB),Finance,UNDER EVALUATION,BHARAM PAL SINGH,06-Aug-2025 04:31 PM,,BOQ Comparative Chart,1.0,5240650.0,M/s Goodhill Builders,INR,"75,336,908.06",1,5240287,M/S DIMANIYA BUILDERS,09-Jun-2026 11:28 AM,Rejected-Technical,DISQUALIFIED,08-Jul-2025 03:48 PM,Yamuna Expressway Industrial Development Authority,2025_YEIDA_1042868_15,YEA/GM(PROJECT)/2025/313 DT-21/05/2025,Widening and Strentgthening of Tirthali road from Kainchi ka Pul at Rabupura- Jhajhar road to 20 Foota road yea Wc-06,Committee,Internal,Committee,BHARAM PAL SINGH,08-Jul-2025 03:48 PM,08-Jul-2025 05:30 PM,techsummary_1893171.pdf (911.65 KB),12-Sep-2025,"INR 75,336,908.06",365.0,BHARAM PAL SINGH,12-Sep-2025 03:46 PM,313_15.pdf (1094.00 KB),AOC,Technical,EVALUATION,BHARAM PAL SINGH,08-Jul-2025 03:33 PM,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,5240650,M/s Goodhill Builders,09-Jun-2025 01:52 PM,Accepted-AOC,L1,12-Sep-2026 11:28 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,3,5242005,M/S KAPIL ENTERPRISES,09-Jun-2025 04:11 PM,Rejected-Finance,L2,06-Aug-2025 04:36 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,4,5241004,M/S VINAY KUMAR,09-Jun-2025 12:50 PM,Rejected-Finance,L3,06-Aug-2025 04:36 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIALBID,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,5,5240812,PARAS CONSTRUCTION,08-Jun-2025 07:23 PM,Rejected-Finance,L4,06-May-2026 11:28 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,6,5241575,Shakuntlam Builtech,09-Jun-2025 11:32 AM,Rejected-Technical,DISQUALIFIED,08-Jul-2025 03:48 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
