S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Stage
1,5416910,GRAVITY CONSTRUCTIONS,11-Aug-2025 07:42 AM,Rejected-AOC,Due to High Rate Quoted,26-Sep-2025 11:16 AM,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,2025_UPRNS_1060182_1,270/UPRNSS/E-TENDER/2025-26 DATE 22-07-2025,"CONSTRUCTION OF BLOCK INSTITUTION OF TEACHER EDUCATION AT VILLAGE-MUDIAJAGIR, BLOCK-DAMKHODA, DISTRICT-BAREILLY(U.P.)",1.0,5398150.0,M/S PRAGATI TRADERS,INR,"28,694,130.3",09-Sep-2025,"INR 28,694,130.3",365.0,Anil Kumar Pandey,26-Sep-2025 11:15 AM,1060182.pdf (1205.00 KB),TENDER AWARDED TO M/S PRAGATI TRADERS,JITENDRA BAHADUR SINGH(S.E.),Internal,"ANIL KUMAR PANDEY(EE), ARUNENDRA KUMAR SINGH (EE), B.M. SINGH(AE), ANIL KUMAR(JE), VIJAY BAHADUR SINGH(ACCTT.)",Anil Kumar Pandey,27-Aug-2025 12:33 PM,finsummary_1930804.pdf (1406.25 KB),Technical,03 BIDS ARE ADMITTED,Anil Kumar Pandey,21-Aug-2025 02:04 PM,,JITENDRA BAHADUR SINGH(S.E.),Internal,"ANIL KUMAR PANDEY(EE), ARUNENDRA KUMAR SINGH (EE), B.M. SINGH(AE), ANIL KUMAR(JE), VIJAY BAHADUR SINGH(ACCTT.)",Anil Kumar Pandey,21-Aug-2025 02:11 PM,21-Aug-2025 03:00 PM,techsummary_1930804.pdf (325.44 KB),Finance,FINANCE,VIJAY BAHADUR SINGH,21-Aug-2025 05:37 PM,,BOQ Comparative Chart,AOC,"5,74,000",No,fixed,,"EXECUTIVE ENGINEER, UPRNSS UNIT BAREILLY",BAREILLY,26-Jul-2025 10:00 AM,12-Aug-2025 01:00 PM,26-Jul-2025 10:00 AM,11-Aug-2025 06:55 PM,NA ,NA ,26-Jul-2025 10:00 AM,11-Aug-2025 06:55 PM,21-Aug-2025 03:00 PM,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,270/UPRNSS/E-TENDER/2025-26 DATE 22-07-2025,2025_UPRNS_1060182_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"CONSTRUCTION OF BLOCK INSTITUTION OF TEACHER EDUCATION AT VILLAGE-MUDIAJAGIR, BLOCK-DAMKHODA, DISTRICT-BAREILLY(U.P.)",SEE IN TECHNICAL BOQ,Please refer Tender documents. ,NA ,"2,86,97,000",Civil Works,NA ,Tender,90.0,365.0,BAREILLY,234001.0,BAREILLY ,"Office of E.E. UPRNSS UNIT-BAREILLY, Ganga Jyoti Eye Hospital, Bisalpur Road, Bareilly ",30-Jul-2025 11:00 AM ,LUCKNOW,No ,No,"8,850",UTTAR PRADESH RAJYA NIRMAN SAHKARI SANGH LTD.,BAREILLY,No,SUPERINTENDING ENGINEER LUCKNOW ZONE,"UPRNSS, 4/612, Sector-4, Gomti Nagar Vistar, Lucknow",1.0,Fee/PreQual/Technical,.pdf,TECHNICAL BID,1,BG - Bank Guarantee,AOC
2,5398150,M/S PRAGATI TRADERS,02-Aug-2025 09:46 PM,Accepted-AOC,Due to Low Rate Quoted,26-Sep-2025 11:16 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,2,FDR - Fixed Deposit,AOC
3,5397669,M/S Vilaso Enterprises,07-Aug-2025 12:32 PM,Rejected-Technical,TECHNICAL NOT QUALIFIED,21-Aug-2025 02:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,AOC
