Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
03-May-2025,"INR 3,312,128.94",30.0,DHEER VIKRAM,10-Sep-2025 06:49 PM,AWADH.pdf (643.00 KB),U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Varanasi)||Superintending Engineer (Tubewell) Varanasi||Executive Engineer (MLCD) Jaunpur,2025_UPIDM_1029136_1,01/E.E./2025-26,C.C. lining In Main Canal Reach 2.00 Km to 2.365 Km at Mothaha Pump canal,1.0,5142180.0,M/S AWADH CONSTRUCTION,INR,"67,000",1,5142180,M/S AWADH CONSTRUCTION,24-Apr-2025 11:31 AM,Accepted-AOC,WORK DONE,10-Sep-2025 06:50 PM,Finance,Financial bid opened by committee on date 30.04.2025 document annexed.,DHEER VIKRAM,01-May-2025 01:46 PM,finance_1860626.pdf,BOQ Comparative Chart,DHEER VIKRAM,Internal,,DHEER VIKRAM,29-Apr-2025 05:57 PM,30-Apr-2025 11:00 AM,techsummary_1860626.pdf (82.94 KB),Technical,Tender opened by committee on date 25.04.2025 document annexed.,DHEER VIKRAM,29-Apr-2025 05:49 PM,technical_1860626.pdf,DHEER VIKRAM,Internal,,DHEER VIKRAM,01-May-2025 01:55 PM,finsummary_1860626.pdf (103.83 KB),AOC,"67,000",No,fixed,,Nil,Nil,1.0,Corrigendum,Other,,EXECUTIVE ENGINEER MINOR LIFT CANAL DIVISION JNP,EXECUTIVE ENGINEER MINOR LIFT CANAL DIVISION JAUNPUR,17-Apr-2025 12:30 PM,25-Apr-2025 12:30 PM,17-Apr-2025 12:30 PM,24-Apr-2025 05:00 PM,NA ,NA ,17-Apr-2025 12:30 PM,24-Apr-2025 05:00 PM,30-Apr-2025 11:00 AM,C.C. lining In Main Canal Reach 2.00 Km to 2.365 Km at Mothaha Pump canal,C.C. lining In Main Canal Reach 2.00 Km to 2.365 Km at Mothaha Pump canal,Please refer Tender documents. ,NA ,"33,46,833",Civil Works,NA ,Tender,90.0,30.0,EXECUTIVE ENGINEER MINOR LIFT CANAL DIVISION JNP.,222002.0,NA ,NA ,NA ,EXECUTIVE ENGINEER MINOR LIFT CANAL DIVISION JNP.,No ,No,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Varanasi)||Superintending Engineer (Tubewell) Varanasi||Executive Engineer (MLCD) Jaunpur,01/E.E./2025-26,2025_UPIDM_1029136_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENT,854.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,2,5143165,M/s Lal Mohan Yadav,24-Apr-2025 04:13 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,29-Apr-2025 05:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL DOCUMENT,,,,,AOC
,,,,,,,,,,,,,,,3,5141217,RAJESH TRADERS,24-Apr-2025 01:39 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,29-Apr-2025 05:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,5143204,santosh kumar pal,24-Apr-2025 03:01 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,29-Apr-2025 05:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,5142510,SRI BABA VISHWANATH ENTERPRISES,24-Apr-2025 11:24 AM,Rejected-Finance,SECOND LOWEST,01-May-2025 01:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
