S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,5506740.0,Syed Construction,INR,"609,287.2",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Bareilly,2025_SCIDC_1068661_1,558-4/E.E. BLY/E-Tender/BLY/2025-26 Dt. 26.08.2025,Construction of C.C. Road and Drain Work at Vill. Kalyanpur Tej Ram House to Manoj House (Vidhayak Nidhi),1.0,5510401.0,SULTANAT CONSTRUCTION,01-Sep-2025 11:25 PM,Rejected-AOC,IInd Lowest Rate,20-Sep-2025 05:13 PM,08-Sep-2025,"INR 609,287.2",60.0,Charan Singh Arya,20-Sep-2025 05:13 PM,LOI4.pdf (750.00 KB),Contract Value Rs. 609287.20,Charan Singh Arya,Internal,"Charan Singh Arya, Satya Pal Singh, Bhaskar Mishra",Charan Singh Arya,08-Sep-2025 12:52 PM,finsummary_1949732.pdf (770.14 KB),Technical,Technical Bid Opening Summary,Charan Singh Arya,06-Sep-2025 01:45 PM,technical_1949732.pdf,Charan Singh Arya,Internal,"Charan Singh Arya, Satya Pal Singh, Bhaskar Mishra",Charan Singh Arya,06-Sep-2025 01:47 PM,06-Sep-2025 03:00 PM,techsummary_1949732.pdf (285.57 KB),Finance,Financial Bid Opening Summary,Charan Singh Arya,08-Sep-2025 12:41 PM,finance_1949732.pdf,BOQ Comparative Chart,AOC,Construction of C.C. Road and Drain Work at Vill. Kalyanpur Tej Ram House to Manoj House (Vidhayak Nidhi),Construction of C.C. Road and Drain Work at Vill. Kalyanpur Tej Ram House to Manoj House (Vidhayak Nidhi),Construction of C.C. Road and Drain Work at Vill. Kalyanpur Tej Ram House to Manoj House (Vidhayak Nidhi) ,NA ,"6,09,592",Civil Works - Roads,Const. of C.C. Road and Drain Work at Kalyanpur ,Tender,90.0,60.0,Bareilly,243001.0,NA ,NA ,NA ,"UPSCIDCO. 154, Tilhar House, Civil Lines, Bareilly",No ,No,"1,062",EE UPSCIDCO,BAREILLY,No,"12,200",No,fixed,,EE UPSCIDCO,BAREILLY,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Bareilly,558-4/E.E. BLY/E-Tender/BLY/2025-26 Dt. 26.08.2025,2025_SCIDC_1068661_1,Yes,Open Tender,Item Rate,Works,3.0,No,No,Offline,No,No,No,Executive Engineer Officer,"UPSCIDCO. 154, Tilhar House, Gali in front of S.S.P. Office, Civil Lines, Bareilly",1,Fee,.pdf,Tender Fee and EMD,1.0,RTGS - RTGS Payment,26-Aug-2025 05:00 PM,02-Sep-2025 02:00 PM,26-Aug-2025 05:00 PM,02-Sep-2025 01:00 PM,NA ,NA ,26-Aug-2025 05:00 PM,02-Sep-2025 01:00 PM,06-Sep-2025 03:00 PM,AOC
,,,,,,,,,2.0,5506740.0,Syed Construction,29-Aug-2025 03:35 AM,Accepted-AOC,Ist Lowest Rate,20-Sep-2025 05:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,PreQual/Technical,.pdf,Tender Notice and BOQ,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Finance,.xls,Financial Bid,,,,,,,,,,,,AOC
