S.No,Instrument Type,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,DD - Demand Draft,1.0,Date extension,Date,,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,UP Jal Nigam Gramin (HQ) Lucknow||Chief Engineer Moradabad Zone||SE Circle Office Bareilly,"109/M-19/10,DT-24-6-2025",2025_UPJNG_1052190_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,SE OFFICE UP JAL NIGAM RURAL BAREILLY,SE OFFICE UP JAL NIGAM RURAL BAREILLY,"21,240",No,fixed,,EE D.O. UP JAL NIGAM RURAL BUDAUN,BUDAUN,26-Jun-2025 06:00 PM,07-Jul-2025 01:00 PM,26-Jun-2025 06:00 PM,07-Jul-2025 10:00 AM,NA ,NA ,26-Jun-2025 06:00 PM,07-Jul-2025 10:00 AM,18-Jul-2025 05:20 PM,"1,180",EE D.O. UP JAL NIGAM RURAL BUDAUN,BUDAUN,No,"Demolition of dilapidated overhead tanks under Uttar Pradesh Jal Nigam (Rural) at District- Bareilly, Budaun and Pilibhit in Uttar Pradesh","Demolition of dilapidated overhead tanks under Uttar Pradesh Jal Nigam (Rural) at District- Bareilly, Budaun and Pilibhit in Uttar Pradesh",Please refer Tender documents.  ,N/A ,,Civil Works,N/A ,Tender,90.0,60.0,BAREILLY CIRCLE,243122.0,NA ,NA ,NA ,SE OFFICE UP JAL NIGAM RURAL BAREILLY,No ,No,AOC,Finance,Bid opening summary,Narendra Verma,12-Sep-2025 02:33 PM,finance_1913135.pdf,BOQ Comparative Chart,Narinder Verma,Internal,Narinder Verma,Narendra Verma,18-Jul-2025 05:18 PM,18-Jul-2025 05:20 PM,techsummary_1913135.pdf (1376.49 KB),Technical,Bid opening summary,Narendra Verma,18-Jul-2025 05:16 PM,technical_1913135.pdf,"EX.EN, AE, DA",Internal,"EX.EN, AE, DA",Narendra Verma,12-Sep-2025 02:36 PM,finsummary_1913135.pdf (2415.49 KB),12-Sep-2025,"INR 208,800",60.0,Narendra Verma,12-Sep-2025 02:38 PM,karyabratt__merged.pdf (2415.00 KB),WORK ORDER,1,5294282,Avance Infratech India Pvt Ltd,06-Jul-2025 10:35 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,18-Jul-2025 05:16 PM,UP Jal Nigam Gramin (HQ) Lucknow||Chief Engineer Moradabad Zone||SE Circle Office Bareilly,2025_UPJNG_1052190_1,"109/M-19/10,DT-24-6-2025","Demolition of dilapidated overhead tanks under Uttar Pradesh Jal Nigam (Rural) at District- Bareilly, Budaun and Pilibhit in Uttar Pradesh",1.0,5294349.0,MOHAMMAD USMAN,INR,"208,800",AOC
2.0,FDR - Fixed Deposit,2.0,Guideline for technical bid evaluation,Technical Bid,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5287625,GURU CONTRACTOR,07-Jul-2025 09:43 AM,Rejected-Finance,REJECT,12-Sep-2025 02:36 PM,,,,,,,,,,AOC
3.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5287220,HINDON ENTERPRISES,03-Jul-2025 11:11 AM,Rejected-Finance,REJECT,12-Sep-2025 02:36 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5294349,MOHAMMAD USMAN,07-Jul-2025 09:47 AM,Accepted-AOC,ACCEPT,12-Sep-2025 02:39 PM,,,,,,,,,,AOC
