Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
29-Sep-2025,"INR 8,821,581.34",180.0,OM PRAKASH VERMA,30-Sep-2025 03:41 PM,nirbhayaochdsc.pdf (395.00 KB),Detail attached,1,5417455,ANIL KUMAR SINGH,11-Aug-2025 12:20 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,21-Aug-2025 05:12 PM,1.0,5417567.0,NIRBHAY KUMAR MISHRA,INR,"8,821,581.34","U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||VI Circle Irrigation Works, Lucknow",2025_UPIDC_1061710_8,01/SE-6/2025-26,Janpad hardoi me karyalay adhishashi abhiyanta hardoi khand sharda nahar hardoi ke parisar me boundary wall ka karya,Finance,financial sheet attached,OM PRAKASH VERMA,25-Aug-2025 02:29 PM,finance_1934695.pdf,BOQ Comparative Chart,SE OM PRAKASH VERMA,Internal,SE SIX CIRCLE SE FLOOD CIRCLE LAKHIMPUR KHIRI,OM PRAKASH VERMA,25-Aug-2025 12:30 PM,25-Aug-2025 01:00 PM,techsummary_1934695.pdf (107.89 KB),Technical,technical result attached,OM PRAKASH VERMA,21-Aug-2025 05:12 PM,technical_1934695.pdf,SE OM PRAKASH VERMA,Internal,SE SIX CIRCLE SE FLOOD CIRCLE LAKHIMPUR KHIRI,OM PRAKASH VERMA,28-Aug-2025 01:46 PM,finsummary_1934695.pdf (107.89 KB),AOC,Janpad hardoi me karyalay adhishashi abhiyanta hardoi khand sharda nahar hardoi ke parisar me boundary wall ka karya,Janpad hardoi me karyalay adhishashi abhiyanta hardoi khand sharda nahar hardoi ke parisar me boundary wall ka karya,please refer tender document ,NA ,"1,10,57,000",Civil Works,NA ,Tender,90.0,180.0,hardoi,241001.0,SE SIX CIRCLE LUCKNOW ,SE SIX CIRCLE LUCKNOW ,04-Aug-2025 03:00 PM ,SE SIX CIRCLE LUCKNOW,No ,No,SE SIX CIRCLE LUCKNOW,SE SIX CIRCLE LUCKNOW,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||VI Circle Irrigation Works, Lucknow",01/SE-6/2025-26,2025_UPIDC_1061710_8,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,"3,460",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,NIT,01-Aug-2025 11:00 AM,11-Aug-2025 03:00 PM,01-Aug-2025 11:00 AM,11-Aug-2025 01:00 PM,NA ,NA ,01-Aug-2025 11:00 AM,11-Aug-2025 01:00 PM,25-Aug-2025 01:00 PM,1.0,SBI Bank,"2,21,140",No,percentage,2.0%,Nil,Nil,AOC
,,,,,,,2,5416332,Jagat Construction,11-Aug-2025 12:08 PM,Rejected-Finance,QUOTED HIGHER RATE THAN L1,28-Aug-2025 01:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3,5416908,K C CONSTRUCTION,11-Aug-2025 09:28 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,21-Aug-2025 05:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,5415924,M/S BHARAT RAJ VERMA,11-Aug-2025 11:33 AM,Rejected-Finance,QUOTED HIGHER RATE THAN L1,28-Aug-2025 01:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,5412087,M/S K.K. TRADERS,09-Aug-2025 02:17 PM,Rejected-Finance,QUOTED HIGHER RATE THAN L1,28-Aug-2025 01:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,5415814,MS. SAI CONSTRUCTION AND SUPPLIERS,10-Aug-2025 07:16 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,21-Aug-2025 05:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,5415192,M/S SURENDRA TRADERS,10-Aug-2025 04:09 PM,Rejected-Finance,QUOTED HIGHER RATE THAN L1,28-Aug-2025 01:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,5412092,M/S Sushila Enterprises,10-Aug-2025 08:54 PM,Rejected-Finance,QUOTED HIGHER RATE THAN L1,28-Aug-2025 01:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,5417567,NIRBHAY KUMAR MISHRA,11-Aug-2025 12:43 PM,Accepted-AOC,technically qualified and quoted lowest amount,30-Sep-2025 03:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,5408855,Rajesh Kumar,08-Aug-2025 08:48 PM,Rejected-Finance,QUOTED HIGHER RATE THAN L1,28-Aug-2025 01:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
