Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Under MLCFund Scheme Construction of M.S. Gate at Block Akbarpur Malipur marg par Shijhauli bypass par Maharja Suheldev Smriti M.S. Gate Malipurr Mod Par.,Under MLCFund Scheme Construction of M.S. Gate at Block Akbarpur Malipur marg par Shijhauli bypass par Maharja Suheldev Smriti M.S. Gate Malipurr Mod Par.,Please refer Tender documents. ,NA ,,Construction Works,Under MLCFund Scheme Construction of M.S. Gate  ,Tender,90.0,90.0,Ambedkarnagar,224122.0,EE office up scidco ,Behind Ram Janaki Mandir Sahabganj Ayodhya ,05-Sep-2025 11:00 AM ,EE office up scidco,No ,No,"20,000",No,fixed,,E E U P Scidco,Ayodhya,"1,652",online,ayodhya,No,1,FDR - Fixed Deposit,1,Fee/PreQual/Technical,.pdf,Under MLCFund Scheme Construction of M.S. Gate at Block Akbarpur Malipur marg par Shijhauli bypass,04-Sep-2025 12:10 PM,09-Sep-2025 12:20 PM,04-Sep-2025 12:10 PM,09-Sep-2025 12:10 PM,NA ,NA ,04-Sep-2025 12:10 PM,09-Sep-2025 12:10 PM,11-Sep-2025 05:20 PM,EE up scidco Ayodhya,Behind Ram Janaki Mandir Sahabganj Ayodhya,U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Ayodhya,538/E E/Ayo/E Tender/MLC Ambedkarnagar/25-26 20.08.2025,2025_SCIDC_1067017_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,AOC,Technical,Technical Bid opening summary,Jagpal Verma,11-Sep-2025 05:03 PM,technical_1954806.pdf,EE,Internal,A E Astt Actt,Jagpal Verma,12-Sep-2025 03:20 PM,finsummary_1954806.pdf (489.34 KB),Finance,Financial Bid opening summary,Jagpal Verma,12-Sep-2025 03:11 PM,finance_1954806.pdf,BOQ Comparative Chart,EE,Internal,A E Astt Actt,Jagpal Verma,11-Sep-2025 05:04 PM,11-Sep-2025 05:20 PM,techsummary_1954806.pdf (373.23 KB),12-Sep-2025,"INR 918,000",90.0,Jagpal Verma,12-Sep-2025 05:23 PM,LOI.pdf (477.00 KB),Under MLCFund Scheme Construction of M.S. Gate at Block Akbarpur Malipur marg par Shijhauli bypass par Maharja Suheldev Smriti M.S. Gate Malipurr Mod Par.,1,5522199,M/S VK CONSTRUCTION CO.,08-Sep-2025 09:07 PM,Rejected-Finance,not ok,12-Sep-2025 03:20 PM,1.0,5522192.0,R. D. CONSTRUCTION COMPANY,INR,"918,000",U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Ayodhya,2025_SCIDC_1067017_2,538/E E/Ayo/E Tender/MLC Ambedkarnagar/25-26 20.08.2025,Under MLCFund Scheme Construction of M.S. Gate at Block Akbarpur Malipur marg par Shijhauli bypass par Maharja Suheldev Smriti M.S. Gate Malipurr Mod Par.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,RTGS - RTGS Payment,2,Finance,.xls,financial,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5522192,R. D. CONSTRUCTION COMPANY,08-Sep-2025 09:11 PM,Accepted-AOC,ok,12-Sep-2025 05:23 PM,,,,,,,,,,AOC
