Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
840.0,Nil,Nil,No,"33,100",No,fixed,,Nil,Nil,"Providing and laying of interlocking tiles and brick drain in village -Tirthali kheda,Yea(Part-2), WC-06","Providing and laying of interlocking tiles and brick drain in village -Tirthali kheda,Yea(Part-2), WC-06",Please refer Tender documents. ,NA ,"16,51,819",Civil Works,NA ,Tender,90.0,60.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,YEIDA 2nd FLOOR TENDER CELL,No ,No,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2025/1065 DT-09/05/2025,2025_YEIDA_1038978_2,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Corrigendum 1,Date,,1.0,SBI Bank,GM P,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",14-May-2025 06:55 PM,06-Jun-2025 11:00 AM,14-May-2025 06:55 PM,04-Jun-2025 05:00 PM,NA ,NA ,14-May-2025 06:55 PM,04-Jun-2025 05:00 PM,18-Jul-2025 11:00 AM,AOC,Committee,Internal,Committee,BHARAM PAL SINGH,29-Sep-2025 11:43 AM,finsummary_1884013.pdf (941.09 KB),Technical,EVALUATION,NITENDRA KUMAR ADARSH,17-Jul-2025 10:48 AM,,Committee,Internal,Committee,NITENDRA KUMAR ADARSH,17-Jul-2025 04:56 PM,18-Jul-2025 11:00 AM,techsummary_1884013.pdf (1267.52 KB),Finance,UNDER EVALUATION,BHARAM PAL SINGH,29-Sep-2025 11:41 AM,,BOQ Comparative Chart,1,5210720,MAYA DEVI ENTERPRISES,23-May-2025 04:41 PM,Rejected-Technical,DISQUALIFIED,17-Jul-2025 04:56 PM,1.0,5210910.0,M/S KRISHNATRAY AND CO.,INR,"1,204,176.72",Yamuna Expressway Industrial Development Authority,2025_YEIDA_1038978_2,YEA/GM(PROJECT)/2025/1065 DT-09/05/2025,"Providing and laying of interlocking tiles and brick drain in village -Tirthali kheda,Yea(Part-2), WC-06",29-Sep-2025,"INR 1,204,176.72",60.0,BHARAM PAL SINGH,29-Sep-2025 11:45 AM,AOC1065_2.pdf (941.00 KB),L1,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5210910,M/S KRISHNATRAY AND CO.,02-Jun-2025 07:20 PM,Accepted-AOC,L1,29-Sep-2025 11:45 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,5232925,M/S MEGHA CONSTRUCTION CO.,03-Jun-2025 09:05 PM,Rejected-Finance,L3,29-Sep-2025 11:43 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,5208306,M/S PPS CONSTRUCTION,23-May-2025 02:21 PM,Rejected-Technical,DISQUALIFIED,17-Jul-2025 04:56 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIALBID,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,5234010,OM SAI INFRATECH,04-Jun-2025 04:14 PM,Rejected-Finance,L2,29-Sep-2025 11:43 AM,,,,,,,,,,,,,,,,,AOC
