Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
EE RED,Vikash Bhavan Varanasi,09-Jun-2025 12:00 PM,09-Jul-2025 12:30 PM,09-Jun-2025 12:00 PM,09-Jul-2025 12:00 PM,NA ,NA ,09-Jun-2025 12:00 PM,09-Jul-2025 12:00 PM,11-Jul-2025 12:00 PM,854.0,Nil,Nil,No,"38,340",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE VARANASI,243 Date 26-04-2025,2025_REDUP_1046714_13,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Kachchava kapsethi marg me kuru rajput basti v vishakarma basti tak sadak nav nirman ka karya.,Kachchava kapsethi marg me kuru rajput basti v vishakarma basti tak sadak nav nirman ka karya.,Please refer Tender documents. ,NA ,"19,17,000",Civil Works,NA ,Tender,90.0,90.0,Vikash Bhavan Varanasi,221002.0,NA ,NA ,NA ,Vikash Bhavan Varanasi,No ,No,1,Fee/PreQual/Technical,.pdf,Tender doc,AOC,1.0,5294969.0,M/s Akhilesh Associate,INR,"1,911,257.66",EE,Internal,,SHAILENDRA PRASAD,12-Aug-2025 03:56 PM,finsummary_1901251.pdf (109.58 KB),Finance,Admitted,Pankaj Rai,11-Jul-2025 01:59 PM,,BOQ Comparative Chart,1,5294027,Durgawati Construction Co,09-Jul-2025 10:19 AM,Rejected-Finance,L2,12-Aug-2025 03:56 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE VARANASI,2025_REDUP_1046714_13,243 Date 26-04-2025,Kachchava kapsethi marg me kuru rajput basti v vishakarma basti tak sadak nav nirman ka karya.,EE,Internal,,SHAILENDRA PRASAD,10-Jul-2025 05:14 PM,11-Jul-2025 12:00 PM,techsummary_1901251.pdf (433.38 KB),11-Sep-2025,"INR 1,911,257.66",90.0,SHAILENDRA PRASAD,11-Sep-2025 03:58 PM,1217.pdf (599.00 KB),Technical,Admitted,SHAILENDRA PRASAD,10-Jul-2025 03:44 PM,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Boq,AOC,,,,,,,,,,,,,,,,,,2,5294969,M/s Akhilesh Associate,08-Jul-2025 06:51 PM,Accepted-AOC,L1,11-Sep-2025 03:58 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
