Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
SUPERINTENDING ENGINEER LUCKNOW ZONE,"UPRNSS, 4/612, Sector-4, Gomti Nagar Vistar, Lucknow",Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,264/UPRNSS/E-TENDER/2025-26 DATE 21-07-2025,2025_UPRNS_1059913_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,BG - Bank Guarantee,"CONSTRUCTION OF MODERN WORKSHOP AND TRAINING ROOM AT GOVT. I.T.I. CAMPUS SIRAULI GAUSPUR, DISTRICT-BARABANKI(U.P.)",SEE IN TECHNICAL BOQ,Please refer Tender documents. ,NA ,"2,94,16,000",Civil Works,NA ,Tender,90.0,240.0,BARABANKI,225207.0,LUCKNOW ,"Office of EE, UPRNSS, Unit Lucknow-2, 4/612, Sector-4, Gomti Nagar Vistar, Lucknow. ",30-Jul-2025 11:00 AM ,LUCKNOW,No ,No,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL BID,"5,88,500",No,fixed,,"EXECUTIVE ENGINEER, UPRNSS UNIT LUCKNOW-2",Lucknow,25-Jul-2025 01:00 PM,11-Aug-2025 01:00 PM,25-Jul-2025 01:00 PM,09-Aug-2025 06:55 PM,NA ,NA ,25-Jul-2025 01:00 PM,09-Aug-2025 06:55 PM,23-Aug-2025 12:45 PM,"8,850",UTTAR PRADESH RAJYA NIRMAN SAHKARI SANGH LTD.,Lucknow,No,AOC,JITENDRA BAHADUR SINGH(S.E.),Internal,"ARUNENDRA KUMAR SINGH(EE), ANAVIL SINGH(AE), ANIL KUMAR(JE), VIJAY BAHADUR SINGH(ACCTT.)",Arunendra Kumar Singh,23-Aug-2025 12:28 PM,23-Aug-2025 12:45 PM,techsummary_1930192.pdf (1597.38 KB),Finance,FINANCE,Arunendra Kumar Singh,23-Aug-2025 01:11 PM,,BOQ Comparative Chart,JITENDRA BAHADUR SINGH(S.E.),Internal,"ARUNENDRA KUMAR SINGH(EE), ANAVIL SINGH(AE), ANIL KUMAR(JE), VIJAY BAHADUR SINGH(ACCTT.)",Arunendra Kumar Singh,27-Aug-2025 10:22 AM,finsummary_1930192.pdf (252.50 KB),Technical,05 BIDS ARE ADMITTED,Arunendra Kumar Singh,23-Aug-2025 12:23 PM,,1.0,5413447.0,SHIV CONSTRUCTION,INR,"29,380,700.8",Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,2025_UPRNS_1059913_1,264/UPRNSS/E-TENDER/2025-26 DATE 21-07-2025,"CONSTRUCTION OF MODERN WORKSHOP AND TRAINING ROOM AT GOVT. I.T.I. CAMPUS SIRAULI GAUSPUR, DISTRICT-BARABANKI(U.P.)",1,5413802,Balaji Associates,09-Aug-2025 05:11 PM,Rejected-AOC,Due to High Rate Quoted,11-Sep-2025 03:43 PM,04-Sep-2025,"INR 29,380,700.8",240.0,Arunendra Kumar Singh,11-Sep-2025 03:43 PM,1059913.pdf (262.00 KB),TENDER AWARDED TO M/S SHIV CONSTRUCTION,AOC
,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5412552,j s m enterprises,08-Aug-2025 06:10 PM,Rejected-Technical,TECHNICAL NOT QUALIFIED,23-Aug-2025 12:28 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,3.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5411024,M/S SARAN ENTERPRISES,08-Aug-2025 06:47 AM,Rejected-Technical,TECHNICAL NOT QUALIFIED,23-Aug-2025 12:28 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5411019,PVKS CORPORATION PVT LTD,08-Aug-2025 06:37 AM,Rejected-Technical,TECHNICAL NOT QUALIFIED,23-Aug-2025 12:28 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5413447,SHIV CONSTRUCTION,09-Aug-2025 12:12 PM,Accepted-AOC,Due to Low Rate Quoted,11-Sep-2025 03:43 PM,,,,,,,,AOC
