S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,SBI Bank,"Under District Barabanki, Construction of Road from Nabipur to Cherra, Lot No 1","Under District Barabanki, Construction of Road from Nabipur to Cherra, Lot No 1",Please refer Tender documents. ,NA ,"1,71,95,700",Civil Works,NA ,Tender,90.0,270.0,Barabanki,225001.0,SE RED Ayodhya Circle ,"SE RED, Bara Ramana Reedganj, Ayodhya  ",27-May-2025 09:00 AM ,SE RED Ayodhya Circle,No ,No,SE RED Ayodhya Circle,"SE RED, Bara Ramana Reedganj, Ayodhya","3,44,000",No,fixed,,Nil,Nil,"2,354",Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE,111/SE RED Aydohya/Barabanki/25-26 Dt 16/04/2025,2025_REDUP_1042388_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,FEES AND TECHNICAL DOCUMENTS,24-May-2025 09:00 AM,25-Jun-2025 12:30 PM,24-May-2025 09:00 AM,25-Jun-2025 12:00 PM,NA ,NA ,24-May-2025 09:00 AM,25-Jun-2025 12:00 PM,16-Jul-2025 12:00 PM,AOC,Er Isham Singh CE RED East,Internal,"Er Isham Singh CE RED East, Er K K Mishra SE RED Ayodhya Circle, Er Gyanendra Kumar EE RED Barabanki, Er M k Lodhi EE RED Ayodhya, Mr S K Tripathi DAO RED Barabanki",KrishnaKumar Mishra,11-Jul-2025 07:29 PM,16-Jul-2025 12:00 PM,techsummary_1891197.pdf (4372.36 KB),Finance,Summary,KrishnaKumar Mishra,17-Jul-2025 01:17 PM,,BOQ Comparative Chart,Er K K Mishra SE RED Ayodhya Circle,Internal,,KrishnaKumar Mishra,03-Sep-2025 05:22 PM,finsummary_1891197.pdf (2568.25 KB),Technical,Summary,Gyanendra Kumar,25-Jun-2025 07:39 PM,,1,5261085,JAI DURGA ASSOCIATES,21-Jun-2025 10:39 AM,Accepted-AOC,AoC,09-Sep-2025 05:37 PM,1.0,5261085.0,JAI DURGA ASSOCIATES,INR,"20,260,777",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE,2025_REDUP_1042388_1,111/SE RED Aydohya/Barabanki/25-26 Dt 16/04/2025,"Under District Barabanki, Construction of Road from Nabipur to Cherra, Lot No 1",09-Sep-2025,"INR 20,260,777",270.0,KrishnaKumar Mishra,09-Sep-2025 05:37 PM,111_1.pdf (362.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,FINANCIAL DOCUMENTS(BoQ),,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5265880,SHRI AYODHYA ASSOCIATES,22-Jun-2025 12:31 PM,Rejected-Finance,Rejected,03-Sep-2025 05:22 PM,,,,,,,,,,,,,,,,AOC
