S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Clearance of Silt Mixed With Sand From Bed of Gomti Escapein Between km. 3.400 to 5.271,21-Jul-2025 01:30 PM,26-Jul-2025 02:00 PM,21-Jul-2025 01:30 PM,26-Jul-2025 01:30 PM,NA ,NA ,21-Jul-2025 01:30 PM,26-Jul-2025 01:30 PM,04-Aug-2025 11:00 AM,EEIDLKO,ganga sichai bhawan telibagh lucknow,"2,000",Nil,Nil,No,"2,94,208",No,fixed,,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XII Circle Irrigation Works, Lucknow||Irrigation Division Lucknow",01/EE/2025-26,2025_UPIDC_1057150_2,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,Clearance of Silt (Mixed With Sand) From Bed of Gomti Escapein Between km. 3.400 to 5.271,Clearance of Silt (Mixed With Sand) From Bed of Gomti Escapein Between km. 3.400 to 5.271,Please refer Tender documents. ,NA ,,Mining,NA ,Tender,90.0,90.0,Lucknow,226025.0,NA ,NA ,NA ,Lucknow,No ,No,AOC,EEIDLKO,Internal,EEID SITAPUR EEICDLKO,Hemant Kumar Verma,31-Jul-2025 03:50 PM,04-Aug-2025 11:00 AM,techsummary_1927823.pdf (277.77 KB),Finance,FINANCIAL,Hemant Kumar Verma,05-Aug-2025 02:12 PM,,BOQ Comparative Chart,EEIDLKO,Internal,EEIDSITAPUR EEICDLKO,Hemant Kumar Verma,05-Aug-2025 02:17 PM,finsummary_1927823.pdf (313.22 KB),Technical,TECHNICAL R,Hemant Kumar Verma,31-Jul-2025 03:46 PM,technical_1927823.pdf,1,5376947,M/s. Ranya Singh And Company,INR,"1,925,720.1","U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XII Circle Irrigation Works, Lucknow||Irrigation Division Lucknow",2025_UPIDC_1057150_2,01/EE/2025-26,Clearance of Silt (Mixed With Sand) From Bed of Gomti Escapein Between km. 3.400 to 5.271,1,5376947,M/s. Ranya Singh And Company,26-Jul-2026 11:35 AM,Accepted-AOC,1st highest,15-Sep-2025 01:26 PM,11-Sep-2025,"INR 1,925,720.1",90.0,Hemant Kumar Verma,15-Sep-2025 01:26 PM,AOC.pdf (767.00 KB),AOC,AOC
,,2,Finance,.xls,Clearance of Silt Mixed With Sand From Bed of Gomti Escapein Between km. 3.400 to 5.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5377302,Rajesh Kumar,INR,"1,283,813.4",,,,,2,5377302,Rajesh Kumar,26-Jul-2025 01:01 PM,Accepted-AOC,2nd highest,15-Sep-2025 01:26 PM,,,,,,,,AOC
