Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Varanasi)||Superintending Engineer (Tubewell) Varanasi||Executive Engineer (MLCD) Jaunpur,2025_UPIDM_1029136_2,01/E.E./2025-26,C.C. lining In Main Canal Reach 2.00 Km to 2.370 Km at Jagdishpur Pump Canal,1.0,5130885.0,Nirmala Singh,INR,"65,000",1,5142345,M/S AWADH CONSTRUCTION,24-Apr-2025 02:52 PM,Rejected-Finance,Second Lowest,01-May-2025 02:00 PM,06-May-2025,"INR 3,221,487.338",30.0,DHEER VIKRAM,10-Sep-2025 06:55 PM,Nirmala.pdf (612.00 KB),DHEER VIKRAM,Internal,,DHEER VIKRAM,29-Apr-2025 06:04 PM,30-Apr-2025 11:00 AM,techsummary_1860706.pdf (82.94 KB),Finance,Financial bid opened by committee on date 30.04.2025 document annexed.,DHEER VIKRAM,01-May-2025 01:49 PM,finance_1860706.pdf,BOQ Comparative Chart,DHEER VIKRAM,Internal,,DHEER VIKRAM,01-May-2025 02:00 PM,finsummary_1860706.pdf (103.83 KB),Technical,Tender opened by committee on date 25.04.2025 document annexed.,DHEER VIKRAM,29-Apr-2025 06:01 PM,technical_1860706.pdf,AOC,1.0,SBI Bank,EXECUTIVE ENGINEER MINOR LIFT CANAL DIVISION JNP,EXECUTIVE ENGINEER MINOR LIFT CANAL DIVISION JAUNPUR,C.C. lining In Main Canal Reach 2.00 Km to 2.370 Km at Jagdishpur Pump Canal,C.C. lining In Main Canal Reach 2.00 Km to 2.370 Km at Jagdishpur Pump Canal,Please refer Tender documents. ,NA ,"32,35,474",Civil Works,NA ,Tender,90.0,30.0,EXECUTIVE ENGINEER MINOR LIFT CANAL DIVISION JNP.,222002.0,NA ,NA ,NA ,EXECUTIVE ENGINEER MINOR LIFT CANAL DIVISION JNP.,No ,No,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Varanasi)||Superintending Engineer (Tubewell) Varanasi||Executive Engineer (MLCD) Jaunpur,01/E.E./2025-26,2025_UPIDM_1029136_2,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,17-Apr-2025 12:30 PM,25-Apr-2025 12:30 PM,17-Apr-2025 12:30 PM,24-Apr-2025 05:00 PM,NA ,NA ,17-Apr-2025 12:30 PM,24-Apr-2025 05:00 PM,30-Apr-2025 11:00 AM,854.0,Nil,Nil,No,"65,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENT,1.0,Corrigendum,Other,,AOC
,,,,,,,,,2,5143456,M/s Lal Mohan Yadav,24-Apr-2025 04:23 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,29-Apr-2025 06:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL DOCUMENT,,,,,AOC
,,,,,,,,,3,5130885,Nirmala Singh,23-Apr-2025 07:01 PM,Accepted-AOC,WORK DONE,10-Sep-2025 06:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,5143030,RAJESH TRADERS,24-Apr-2025 01:55 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,29-Apr-2025 06:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,5130874,Ramakant Singh,24-Apr-2025 01:56 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,29-Apr-2025 06:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,5143214,santosh kumar pal,24-Apr-2025 02:59 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,29-Apr-2025 06:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
