Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,2025_UPRNS_1009622_1,42/E-TENDER/MEERUT-ZONE/24-25 DATE 18-02-2025,CONSTRUCTION OF TYPE-II RESIDENCE 6 UNIT G PLUS 2 BLOCK-I AT DISTRICT JAIL GHAZIABAD DISTT. GHAZIABAD (U.P.),1.0,5007684.0,M/S PRADEEP KUMAR CONTRACTOR,INR,"12,132,705.51",1,5015973,Malik Construction Co,04-Mar-2025 03:35 PM,Rejected-Finance,Quoted Rates Are Higher,18-Mar-2025 05:46 PM,27-Mar-2025,"INR 12,132,705.51",547.0,Rakesh Kumar Chaurasia,24-Sep-2025 06:12 PM,WorkOrderType2ResiBlockIstOfficeCopySigned.pdf (997.00 KB),Tendar Awarded,"Rakesh Kumar Chaurasia, SE",Internal,"Sanjeev Kumar Singh EE, Anup Kumar Azad EE, Rohit Kumar Gautam AE, Anil Kumar JE, Shaurya Pratap Singh Assistant Accountant",Rakesh Kumar Chaurasia,15-Mar-2025 12:20 PM,15-Mar-2025 12:35 PM,techsummary_1810559.pdf (670.60 KB),Finance,Financial Opened by Tender Committee,Rakesh Kumar Chaurasia,18-Mar-2025 05:40 PM,finance_1810559.pdf,BOQ Comparative Chart,"Rakesh Kumar Chaurasia, SE",Internal,"Sanjeev Kumar Singh EE, Anup Kumar Azad EE, Rohit Kumar Gautam AE, Anil Kumar JE, Shaurya Pratap Singh Assistant Accountant",Rakesh Kumar Chaurasia,18-Mar-2025 05:46 PM,finsummary_1810559.pdf (324.37 KB),Technical,Technical Opened by Tender Committee,Rakesh Kumar Chaurasia,15-Mar-2025 12:17 PM,technical_1810559.pdf,AOC,"2,596",EE UPRNSS,GHAZIABAD,No,1,Fee/PreQual/Technical,.pdf,TECHNICAL,CONSTRUCTION OF TYPE-II RESIDENCE 6 UNIT G PLUS 2 BLOCK-I AT DISTRICT JAIL GHAZIABAD DISTT. GHAZIABAD (U.P.),CONSTRUCTION OF TYPE-II RESIDENCE 6 UNIT G PLUS 2 BLOCK-I AT DISTRICT JAIL GHAZIABAD DISTT. GHAZIABAD (U.P.),Please refer Tender documents. ,NA ,"1,21,73,242",Civil Works - Buildings,NA ,Tender,90.0,547.0,GHAZIABAD,201015.0,NA ,NA ,NA ,MEERUT,No ,No,"Rakesh Kumar Chaurasia, SE","Office of SE, 41 Basant Vihar, Kila Road, Meerut",21-Feb-2025 06:45 PM,06-Mar-2025 12:00 PM,21-Feb-2025 06:45 PM,06-Mar-2025 12:00 PM,NA ,NA ,21-Feb-2025 06:45 PM,06-Mar-2025 12:00 PM,15-Mar-2025 12:35 PM,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,42/E-TENDER/MEERUT-ZONE/24-25 DATE 18-02-2025,2025_UPRNS_1009622_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,FDR - Fixed Deposit,"2,43,500",No,fixed,,EE UPRNSS,GHAZIABAD,AOC
,,,,,,,,,2,5007684,M/S PRADEEP KUMAR CONTRACTOR,06-Mar-2025 09:06 AM,Accepted-AOC,L-1,24-Sep-2025 06:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2,Finance,.xls,FINANCIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,RTGS - RTGS Payment,,,,,,,AOC
