Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
08-Sep-2025,"INR 959,029.23",60.0,Charan Singh Arya,20-Sep-2025 05:10 PM,LOI3.pdf (765.00 KB),Contract Value Rs. 959029.23,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Bareilly,2025_SCIDC_1068660_1,558-3/E.E. BLY/E-Tender/BLY/2025-26 Dt. 26.08.2025,Construction of C.C. Road and Drain Work at Vill. Khajuriya Kheda in Old CC to Pt. ji Shop (Vidhayak Nidhi),1.0,5506737.0,Syed Construction,INR,"959,029.23",1.0,5510404.0,SULTANAT CONSTRUCTION,01-Sep-2025 11:40 PM,Rejected-AOC,IInd Lowest Rate,20-Sep-2025 05:10 PM,Finance,Financial Bid Opening Summary,Charan Singh Arya,08-Sep-2025 12:40 PM,finance_1949714.pdf,BOQ Comparative Chart,Charan Singh Arya,Internal,"Charan Singh Arya, Satya Pal Singh, Bhaskar Mishra",Charan Singh Arya,06-Sep-2025 01:49 PM,06-Sep-2025 03:00 PM,techsummary_1949714.pdf (290.17 KB),Technical,Technical Bid Opening Summary,Charan Singh Arya,06-Sep-2025 01:44 PM,technical_1949714.pdf,Charan Singh Arya,Internal,"Charan Singh Arya, Satya Pal Singh, Bhaskar Mishra",Charan Singh Arya,08-Sep-2025 12:54 PM,finsummary_1949714.pdf (780.49 KB),AOC,"1,062",EE UPSCIDCO,BAREILLY,No,Construction of C.C. Road and Drain Work at Vill. Khajuriya Kheda in Old CC to Pt. ji Shop (Vidhayak Nidhi),Construction of C.C. Road and Drain Work at Vill. Khajuriya Kheda in Old CC to Pt. ji Shop (Vidhayak Nidhi),Construction of C.C. Road and Drain Work at Vill. Khajuriya Kheda in Old CC to Pt. ji Shop (Vidhayak Nidhi) ,NA ,"9,59,413",Civil Works - Roads,Const. of C.C. Road and Drain Work at Khajuriya ,Tender,90.0,60.0,Bareilly,243001.0,NA ,NA ,NA ,"UPSCIDCO. 154, Tilhar House, Civil Lines, Bareilly",No ,No,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Bareilly,558-3/E.E. BLY/E-Tender/BLY/2025-26 Dt. 26.08.2025,2025_SCIDC_1068660_1,Yes,Open Tender,Item Rate,Works,3.0,No,No,Offline,No,No,No,1,Fee,.pdf,Tender Notice Fee and EMD,"19,200",No,fixed,,EE UPSCIDCO,BAREILLY,1.0,RTGS - RTGS Payment,Executive Engineer Officer,"UPSCIDCO. 154, Tilhar House, Gali in front of S.S.P. Office, Civil Lines, Bareilly",26-Aug-2025 05:00 PM,02-Sep-2025 02:00 PM,26-Aug-2025 05:00 PM,02-Sep-2025 01:00 PM,NA ,NA ,26-Aug-2025 05:00 PM,02-Sep-2025 01:00 PM,06-Sep-2025 03:00 PM,AOC
,,,,,,,,,,,,,,,,2.0,5506737.0,Syed Construction,29-Aug-2025 03:31 AM,Accepted-AOC,Ist Lowest Rate,20-Sep-2025 05:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,PreQual/Technical,.pdf,Tender Notice and BOQ,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,AOC
