Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
15-Sep-2025,"INR 1,001,238",90.0,Gyanendra Kumar,17-Sep-2025 11:31 AM,6.pdf (319.00 KB),1,5387495,DHEERAJ SINGH,29-Jul-2025 06:24 PM,Rejected-Finance,Higher Rate Quoted,10-Sep-2025 11:21 AM,1.0,5387386.0,SK Construction and Supplier,INR,"1,001,238",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE SITAPUR,2025_REDUP_1059599_8,538/RED/Tender/2025-26,"Laying of Interlocking and construction of drain from main Sidhauli road to veterinary hospital in Biswan Nagar, Block- Biswan",Technical,Two bid have been received and send For Technical Evaluation,Gyanendra Kumar,01-Aug-2025 12:50 PM,,Gyanendra Kumar,Internal,,Gyanendra Kumar,10-Sep-2025 11:21 AM,finsummary_1929196.pdf (177.85 KB),Finance,Two bid have been received and send For Financial Evaluation,Gyanendra Kumar,13-Aug-2025 03:57 PM,,BOQ Comparative Chart,Gyanendra Kumar,Internal,,Gyanendra Kumar,12-Aug-2025 05:05 PM,13-Aug-2025 12:30 PM,techsummary_1929196.pdf (324.75 KB),AOC,"Laying of Interlocking and construction of drain from main Sidhauli road to veterinary hospital in Biswan Nagar, Block- Biswan","Laying of Interlocking and construction of drain from main Sidhauli road to veterinary hospital in Biswan Nagar, Block- Biswan",Please refer Tender documents. ,NA ,"10,01,338",Civil Works,NA ,Tender,90.0,NA ,"Biswan, Sitapur",261001.0,NA ,NA ,NA ,"Office of EE RED, Sitapur.",No ,No,857.0,Nil,Nil,No,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE SITAPUR,538/RED/Tender/2025-26,2025_REDUP_1059599_8,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,EE RED Sitapur,"Vikas Bhawan, Sitapur","21,000",No,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,Technical,24-Jul-2025 10:00 AM,31-Jul-2025 12:30 PM,24-Jul-2025 10:00 AM,30-Jul-2025 12:00 PM,NA ,NA ,24-Jul-2025 10:00 AM,30-Jul-2025 12:00 PM,13-Aug-2025 12:30 PM,AOC
,,,,,,2,5387386,SK Construction and Supplier,29-Jul-2025 05:27 PM,Accepted-AOC,L1,17-Sep-2025 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,AOC
