S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1,5098301,ELECTRO INDIA,02-Apr-2025 04:26 PM,Rejected-AOC,IInd Lowest,02-Sep-2025 04:53 PM,1.0,5098196.0,General Engineering Works,INR,"183,790",UP Power Transmission Corp.Ltd (Operation)||Chief Engineer (TE) East Allahabad||S.E. ETC-II Allahabad,2025_UPTCL_1019893_1,74/ETC-II(P)/ 2024-2025,74/ETC-II(P)/ 2024-2025,01-Sep-2025,"INR 183,790",60.0,GYANENDRA KUMAR,02-Sep-2025 04:53 PM,T74.pdf (3149.00 KB),"Replacement of gasket of 132/33KV, 40MVA-I (M/s BBL make) installed at 220 KV S/S Rewa Road, Prayagraj under ETD-II.",Superintending Engineer,Internal,"Executive Engineer (A), Senior Account Officer",GYANENDRA KUMAR,05-Apr-2025 04:21 PM,05-Apr-2025 04:25 PM,techsummary_1839806.pdf (377.78 KB),Finance,PART IInd HAS BEEN OPENED OF E-T-NO.74,GYANENDRA KUMAR,05-Apr-2025 04:39 PM,finance_1839806.pdf,BOQ Comparative Chart,Superintending Engineer,Internal,"Executive Engineer (A), Senior Account Officer",GYANENDRA KUMAR,05-Apr-2025 04:42 PM,finsummary_1839806.pdf (377.78 KB),Technical,PART Ist HAS BEEN OPENED OF E-T-NO.74,GYANENDRA KUMAR,05-Apr-2025 04:12 PM,technical_1839806.pdf,AOC,590.0,Executive Engineer Electy. Trans. Div. Naini Alld.,PRAYAGRAJ.,No,Superintending Engineer,"Electricity Transmission Circle-II, U.P. Power Transmission Corporation Ltd. 57- George Town, Prayagraj.",20-Mar-2025 03:00 PM,03-Apr-2025 01:00 PM,20-Mar-2025 03:00 PM,02-Apr-2025 05:00 PM,NA ,NA ,20-Mar-2025 03:00 PM,02-Apr-2025 05:00 PM,05-Apr-2025 04:25 PM,1.0,Fee/PreQual/Technical,.pdf,"Tender cost and E.M.D. RTGS/NEFT slip, Tender document photocopy of Pan card, GSTIN, experience cop",74/ETC-II(P)/ 2024-2025,74/ETC-II(P)/ 2024-2025,Please refer Tender documents. ,NA ,"1,85,000",Electrical Works,NA ,Tender,120.0,60.0,220 KV S/S REWA ROAD,211008.0,NA ,NA ,NA ,PRAYAGRAJ.,No ,No,1.0,extension74,Date,,UP Power Transmission Corp.Ltd (Operation)||Chief Engineer (TE) East Allahabad||S.E. ETC-II Allahabad,74/ETC-II(P)/ 2024-2025,2025_UPTCL_1019893_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,RTGS - RTGS Payment,"1,900",No,fixed,,Executive Engineer Electy. Trans. Div. Naini Alld.,PRAYAGRAJ.,AOC
2,5098196,General Engineering Works,02-Apr-2025 03:55 PM,Accepted-AOC,Ist Lowest,02-Sep-2025 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3,5098235,SMV POWER SOLUTION,02-Apr-2025 04:10 PM,Rejected-AOC,IIIrd Lowest,02-Sep-2025 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
