S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,5482159.0,MOHD USMAN,INR,"1,034,166.66",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Etah,2025_SCIDC_1066883_1,014/E.E./BJR/NIDHI/2025-26 Dt. 20-08-2025,"Construction work of 150.00 m CC road and drain from the house of Deepak son of late Kiran Pal in village Ratanpura (in front of Heegpurdeepa police station crossing) to the house of Chandrapal ji (towards the government Nal), BLOCK- Jalilpur, DISTRI",1,5482159,MOHD USMAN,24-Aug-2025 11:06 AM,Accepted-AOC,AMOUNT IS LOWEST,10-Sep-2025 02:40 PM,03-Sep-2025,"INR 1,034,477",60.0,Avdhesh kumar Verma,10-Sep-2025 02:39 PM,014NIT029WOBJR.pdf (102.00 KB),LOI OF WORK,AVDHESH KUMAR VERMA -E.E,Internal,"1-AVDHESH KUMAR VERMA -E.E, 2-HARINDRA KUMAR(EL.) A.E, 3-MOOL CHANDRA-AAO",Avdhesh kumar Verma,28-Aug-2025 07:19 PM,29-Aug-2025 10:00 AM,techsummary_1945586.pdf (195.60 KB),Finance,FINANCIAL REPORT,Avdhesh kumar Verma,30-Aug-2025 11:31 AM,,BOQ Comparative Chart,AVDHESH KUMAR VERMA -E.E,Internal,"1-AVDHESH KUMAR VERMA -E.E, 2-HARINDRA KUMAR(EL.) A.E, 3-MOOL CHANDRA-AAO",Avdhesh kumar Verma,30-Aug-2025 02:26 PM,finsummary_1945586.pdf (251.97 KB),Technical,TECHNICAL REPORT,Avdhesh kumar Verma,28-Aug-2025 07:02 PM,technical_1945586.pdf,AOC,20-Aug-2025 04:00 PM,27-Aug-2025 11:00 AM,20-Aug-2025 04:00 PM,27-Aug-2025 10:00 AM,NA ,NA ,20-Aug-2025 04:00 PM,27-Aug-2025 10:00 AM,29-Aug-2025 10:00 AM,"Construction work of 150.00 m CC road and drain from the house of Deepak son of late Kiran Pal in village Ratanpura (in front of Heegpurdeepa police station crossing) to the house of Chandrapal ji (towards the government Nal), BLOCK- Jalilpur, DISTRI","Construction work of 150.00 m CC road and drain from the house of Deepak son of late Kiran Pal in village Ratanpura (in front of Heegpurdeepa police station crossing) to the house of Chandrapal ji (towards the government Nal), BLOCK- Jalilpur, DISTRI",Please refer Tender documents. ,NA ,"10,34,477",Civil Works - Roads,NA ,Tender,60.0,60.0,BIJNOR,246701.0,NA ,NA ,NA ,"E.E. OFFICE , UPSCIDCO, MORADABAD",No ,No,"E.E., UPSCIDCO, BIJNOR","E.E. OFFICE, UP STATE CONSTRUCTION AND INFRASTRUCTURE DEVELOPMENT CORPORATION LTD., SAMAJ KALYAN CAMPUS, KANTH ROAD, MORADABAD",1,Fee/PreQual/Technical,.pdf,TENDER NOTICE,"1,652",U.P. STATE CONST. AND INFRA. DEVELOPMENT CORP. LTD,MORADABAD,No,1,FDR - Fixed Deposit,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Etah,014/E.E./BJR/NIDHI/2025-26 Dt. 20-08-2025,2025_SCIDC_1066883_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"21,000",No,fixed,,U.P. STATE CONST. AND INFRA. DEVELOPMENT CORP. LTD,MORADABAD,AOC
,,,,,,,,,2,5486560,SAMEER ENTERPRISES,24-Aug-2025 07:50 PM,Rejected-Finance,AMOUNT IS HIGH,30-Aug-2025 02:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,PRICE BID,,,,,2,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,AOC
