Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
14-Aug-2025,"INR 1,879,227",90.0,Gyanendra Kumar,09-Sep-2025 10:54 AM,95.pdf (316.00 KB),1,5397052,M/s Bharat Constructions,02-Aug-2025 11:52 AM,Rejected-Finance,Higher Rate Quoted,14-Aug-2025 11:15 AM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE SITAPUR,2025_REDUP_1061186_6,577/RED/Tender/2025-26,"Laying of Interlocking from Jagdish Maurya house to Mohd. Azim house in village Imaliya, Block- Parsendi",1.0,5397029.0,M/S SURENDRA TRADERS,INR,"1,879,227",Finance,Two bid have been received and send For Financial Evaluation,Gyanendra Kumar,13-Aug-2025 05:00 PM,,BOQ Comparative Chart,Gyanendra Kumar,Internal,,Gyanendra Kumar,12-Aug-2025 04:37 PM,13-Aug-2025 12:30 PM,techsummary_1933442.pdf (293.97 KB),Technical,Two bid have been received and send For Technical Evaluation,Gyanendra Kumar,06-Aug-2025 11:13 AM,,Gyanendra Kumar,Internal,,Gyanendra Kumar,14-Aug-2025 11:15 AM,finsummary_1933442.pdf (177.79 KB),AOC,"Laying of Interlocking from Jagdish Maurya house to Mohd. Azim house in village Imaliya, Block- Parsendi","Laying of Interlocking from Jagdish Maurya house to Mohd. Azim house in village Imaliya, Block- Parsendi",Please refer Tender documents. ,NA ,"18,79,415",Civil Works,NA ,Tender,90.0,90.0,"Parsendi, Sitapur.",261001.0,NA ,NA ,NA ,"Office of EE RED, Sitapur.",No ,No,"38,000",No,fixed,,Nil,Nil,EE RED Sitapur,"Vikas Bhawan, SItapur",1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Technical,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE SITAPUR,577/RED/Tender/2025-26,2025_REDUP_1061186_6,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,30-Jul-2025 11:00 AM,05-Aug-2025 12:30 PM,30-Jul-2025 11:00 AM,05-Aug-2025 12:00 PM,NA ,NA ,30-Jul-2025 11:00 AM,05-Aug-2025 12:00 PM,13-Aug-2025 12:30 PM,944.0,Nil,Nil,No,AOC
,,,,,,2,5397029,M/S SURENDRA TRADERS,02-Aug-2025 01:41 PM,Accepted-AOC,L1,09-Sep-2025 10:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
