Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage
03-Sep-2025,"INR 1,415,322",90.0,Mahendra Kumar,03-Sep-2025 08:11 PM,241_5.pdf (297.00 KB),1,5240080,M/S SINGH CONSTRUCTIONS,07-Jun-2025 06:56 PM,Accepted-AOC,AOC,03-Sep-2025 08:11 PM,1.0,5240080.0,M/S SINGH CONSTRUCTIONS,INR,"1,415,322",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE FAIZABAD,2025_REDUP_1045943_5,241/EE RED AYODHYA/25-26 Dt 21/04/2025,"Under District Ayodhya, Construction of Interlocking road from Gram Panchayat Alnabhari Parsauli paved road to culvert in front of Pavan Verma house, Lot No 5",Finance,Summary,Munesh Kumar Lodhi,05-Jul-2025 09:20 AM,,BOQ Comparative Chart,Er Munesh Kumar Lodhi EE RED Ayodhya,Internal,"Er Munesh Kumar Lodhi EE RED Ayodhya, Er Amit Kant Pandey AE RED Ayodhya, Mr Somesh Verma DAO RED Ayodhya",Somesh Verma,30-Jun-2025 02:44 PM,30-Jun-2025 03:00 PM,techsummary_1899033.pdf (1841.12 KB),Technical,Summary,Munesh Kumar Lodhi,13-Jun-2025 04:39 PM,,Er M K Lodhi EE RED Ayodhya,Internal,,Mahendra Kumar,03-Sep-2025 08:03 PM,finsummary_1899033.pdf (297.29 KB),AOC,"EE RED AYODHYA, Vikas Bhawan, Ayodhya","EE RED AYODHYA, Vikas Bhawan, Ayodhya",1,Fee/PreQual/Technical,.pdf,Fees and Technical Documents,"25,280",No,percentage,2.0%,Nil,Nil,04-Jun-2025 06:55 PM,11-Jun-2025 03:00 PM,04-Jun-2025 06:55 PM,11-Jun-2025 12:00 PM,NA ,NA ,04-Jun-2025 06:55 PM,11-Jun-2025 12:00 PM,30-Jun-2025 03:00 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE FAIZABAD,241/EE RED AYODHYA/25-26 Dt 21/04/2025,2025_REDUP_1045943_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"1,180",Nil,Nil,No,"Under District Ayodhya, Construction of Interlocking road from Gram Panchayat Alnabhari Parsauli paved road to culvert in front of Pavan Verma house, Lot No 5","Under District Ayodhya, Construction of Interlocking road from Gram Panchayat Alnabhari Parsauli paved road to culvert in front of Pavan Verma house, Lot No 5",Please refer Tender documents. ,NA ,"12,64,000",Civil Works,NA ,Tender,90.0,90.0,Ayodhya,225001.0,"EE RED AYODHYA, Vikas Bhawan, Ayodhya ","EE RED AYODHYA, Vikas Bhawan, Ayodhya ",05-Jun-2025 11:00 AM ,"EE RED AYODHYA, Vikas Bhawan, Ayodhya",No ,No,1.0,SBI Bank,AOC
,,,,,,2,5240098,M/s Siyaram Construction,07-Jun-2025 07:28 PM,Rejected-Finance,Rejected,03-Sep-2025 08:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,2,Finance,.xls,Fees and Technical Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
