Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,2025_UPPAN_1046526_1,"1114/PAN/ET/25-26, DT. 04-06-2025",CONSTRUCTION OF POLNET BUILDING AT POLICE LINE DISTT BAGPATH U.P.,1.0,5257347.0,NOOR CONSTRUCTION,INR,"2,023,770",1,5257419,A P CONSTRUCTION CO,18-Jun-2025 01:17 PM,Rejected-Finance,L3,05-Jul-2025 02:08 PM,01-Sep-2025,"INR 2,023,770",150.0,SHAMSHAD AHMED,08-Sep-2025 12:42 PM,LOAPOOLNET.pdf (77.00 KB),L1,SANJEEV SAXENA,Internal,SHAMSHAD AHMED MANOJ KUMAR JOSHI,Sanjeev Saxena,05-Jul-2025 02:08 PM,finsummary_1900691.pdf (68.61 KB),Technical,ALL BIDDER ADMITTED,Sanjeev Saxena,30-Jun-2025 05:54 PM,,SANJEEV SAXENA,Internal,SHAMSHAD AHMED MANOJ KUMAR JOSHI,Sanjeev Saxena,30-Jun-2025 06:00 PM,01-Jul-2025 01:00 PM,techsummary_1900691.pdf (587.98 KB),Finance,ALL BIDDER ADMITTED,Sanjeev Saxena,05-Jul-2025 02:00 PM,,BOQ Comparative Chart,AOC,"1,770",Nil,Nil,No,CONSTRUCTION OF POLNET BUILDING AT POLICE LINE DISTT BAGPATH U.P.,CONSTRUCTION OF POLNET BUILDING AT POLICE LINE DISTT BAGPATH U.P.,Please refer Tender documents. ,NA ,"25,14,000",Civil Works,NA ,Tender,30.0,150.0,POLICE LINE DISTT BAGPATH U.P.,250606.0,NA ,NA ,NA ,U.P. Police Awas Nigam Ltd. Lucknow,No ,No,"50,000",No,fixed,,Nil,Nil,SANJEEV SAXENA,U.P. Police Awas Nigam Ltd. Lucknow,06-Jun-2025 05:00 PM,19-Jun-2025 11:30 AM,06-Jun-2025 05:00 PM,18-Jun-2025 05:00 PM,NA ,NA ,06-Jun-2025 05:00 PM,18-Jun-2025 05:00 PM,01-Jul-2025 01:00 PM,1.0,SBI Bank,UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,"1114/PAN/ET/25-26, DT. 04-06-2025",2025_UPPAN_1046526_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,AOC
,,,,,,,,,2,5255033,M J CONSTRUCTION,18-Jun-2025 03:45 PM,Rejected-Finance,L2,05-Jul-2025 02:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
,,,,,,,,,3,5257347,NOOR CONSTRUCTION,18-Jun-2025 02:05 PM,Accepted-AOC,L1,08-Sep-2025 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
