Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
eeredprayagraj,eeredprayagraj,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE ALLAHABAD,notice 1051 date 29-07-2025,2025_REDUP_1065408_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Date Extention,Date,,"80,000",No,fixed,,Nil,Nil,Construction of Road at gram pure rabari main road to kamlaha main road,Construction of Road at gram pure rabari main road to kamlaha main road,Please refer Tender documents. ,NA ,"39,99,000",Civil Works,NA ,Tender,90.0,90.0,eeredprayagraj,211002.0,eeredprayagraj ,eeredprayagraj ,13-Aug-2025 05:30 PM ,eeredprayagraj,No ,No,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,pdf,"2,500",Nil,Nil,No,13-Aug-2025 05:30 PM,26-Aug-2025 03:00 PM,13-Aug-2025 05:30 PM,25-Aug-2025 05:00 PM,NA ,NA ,13-Aug-2025 05:30 PM,25-Aug-2025 05:00 PM,04-Sep-2025 01:00 PM,AOC,Finance,d,Satyaprakash Mishra,12-Sep-2025 06:30 PM,,BOQ Comparative Chart,ER SP MISHRA,Internal,ER DP MISHRA,Satyaprakash Mishra,02-Sep-2025 01:46 PM,04-Sep-2025 01:00 PM,techsummary_1942140.pdf (491.26 KB),Technical,d,Satyaprakash Mishra,02-Sep-2025 12:44 PM,,ER SP MISHRA,Internal,ER DP MISHRA,Satyaprakash Mishra,12-Sep-2025 07:01 PM,finsummary_1942140.pdf (1074.39 KB),22-Sep-2025,"INR 3,995,018.6",90.0,Satyaprakash Mishra,22-Sep-2025 06:08 PM,rabari.pdf (738.00 KB),AWARD OF CONTRACT,1.0,5430056.0,GOMTA ENTERPRISES,INR,"3,995,018.6",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE ALLAHABAD,2025_REDUP_1065408_1,notice 1051 date 29-07-2025,Construction of Road at gram pure rabari main road to kamlaha main road,1,5430056,GOMTA ENTERPRISES,19-Aug-2025 09:25 AM,Accepted-AOC,accepted,22-Sep-2025 06:09 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,xls,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5444018,Shri Ram Bahadur Yadav,25-Aug-2025 02:59 PM,Rejected-Finance,Higher,12-Sep-2025 07:01 PM,AOC
