Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE BALLIA,2025_REDUP_1058789_1,658/EE/RED/2025-26/04-07-2025,Lot30 vikash khand nawanagar ke gram panchayat koth ke maturi me choti masjid ke gate se hafizzufikar ke ghar evam chunnu khan ke ghar se mintu khan ke ghar tak paybars block kary,1.0,5393319.0,SRI ABHAY NARAYAN YADAV,INR,"806,961.23",1.0,5396558.0,M/s Vivekanand Singh Contractor,02-Aug-2025 11:08 AM,Rejected-Finance,second lowest,15-Sep-2025 01:11 PM,24-Sep-2025,"INR 806,961.23",90.0,Ratnesh Kumar Gond,24-Sep-2025 04:56 PM,30fev658.pdf (100.00 KB),aoc,EE,Internal,aedao,Ratnesh Kumar Gond,15-Sep-2025 01:11 PM,finsummary_1927371.pdf (100.31 KB),Technical,2 bid admitted,Ratnesh Kumar Gond,07-Aug-2025 12:28 PM,technical_1927371.pdf,EE,Internal,aedao,Ratnesh Kumar Gond,29-Aug-2025 01:10 PM,29-Aug-2025 04:00 PM,techsummary_1927371.pdf (97.99 KB),Finance,2 bid admitted,Ratnesh Kumar Gond,03-Sep-2025 11:59 AM,finance_1927371.pdf,BOQ Comparative Chart,AOC,1.0,Fee/PreQual/Technical,.pdf,Tender FEE EMD,"17,000",Yes,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE BALLIA,658/EE/RED/2025-26/04-07-2025,2025_REDUP_1058789_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,Lot30 vikash khand nawanagar ke gram panchayat koth ke maturi me choti masjid ke gate se hafizzufikar ke ghar evam chunnu khan ke ghar se mintu khan ke ghar tak paybars block kary,Lot30 vikash khand nawanagar ke gram panchayat koth ke maturi me choti masjid ke gate se hafizzufikar ke ghar evam chunnu khan ke ghar se mintu khan ke ghar tak paybars block kary,Please refer Tender documents. ,NA ,"8,08,000",Civil Works,NA ,Tender,90.0,90.0,ballia,277001.0,EE RED DIV Ballia ,EE RED DIV Ballia ,01-May-2026 11:53 AM ,EE RED DIV Ballia,No ,No,856.0,Nil,Nil,No,25-Jul-2026 11:53 AM,05-Aug-2025 12:00 PM,25-Jul-2025 09:00 AM,04-Aug-2025 12:00 PM,NA ,NA ,25-Jul-2025 09:00 AM,04-Aug-2025 12:00 PM,29-Aug-2025 04:00 PM,EE RED DIV Ballia,EE RED DIV Ballia,AOC
,,,,,,,,,2.0,5393319.0,SRI ABHAY NARAYAN YADAV,31-Jul-2025 09:21 PM,Accepted-AOC,aoc,24-Sep-2025 04:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,other tecnical document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ FOR Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
