Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
22-Aug-2025,"INR 183,127.53",90.0,Sujit Kumar Sinha,11-Sep-2025 03:36 PM,12.pdf (96.00 KB),Technical,Technical bid open,Sujit Kumar Sinha,11-Aug-2025 01:09 PM,technical_1933994.pdf,Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,12-Aug-2025 05:47 PM,14-Aug-2025 11:00 AM,techsummary_1933994.pdf (367.59 KB),1.0,5405266.0,Rajeev Kumar Verma,INR,"183,127.53",Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,14-Aug-2025 03:55 PM,finsummary_1933994.pdf (72.62 KB),Finance,Financial bid open,Sujit Kumar Sinha,14-Aug-2025 01:25 PM,finance_1933994.pdf,BOQ Comparative Chart,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,2025_REDUP_1061436_12,"457/RED/E-Tender(11)/2025-26, Dt. 23.07.2025","Repair and upgradation work of Anganwadi Center Manehra-2, Block Jarwal_12",1,5405266,Rajeev Kumar Verma,06-Aug-2025 12:41 PM,Accepted-AOC,AOC,11-Sep-2025 03:36 PM,AOC,01-Aug-2025 12:00 PM,08-Aug-2025 12:30 PM,01-Aug-2025 12:00 PM,08-Aug-2025 12:00 PM,NA ,NA ,01-Aug-2025 12:00 PM,08-Aug-2025 12:00 PM,14-Aug-2025 11:00 AM,596.0,Nil,Nil,No,"3,200",No,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,"457/RED/E-Tender(11)/2025-26, Dt. 23.07.2025",2025_REDUP_1061436_12,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Technical bid document,"Repair and upgradation work of Anganwadi Center Manehra-2, Block Jarwal_12","Repair and upgradation work of Anganwadi Center Manehra-2, Block Jarwal_12",Please refer Tender documents. ,NA ,"1,60,000",Civil Works,NA ,Tender,90.0,90.0,Bahraich,271801.0,NA ,NA ,NA ,"Office of the Executive Engineer, R.E.D. Bahraich",No ,No,Executive Engineer,"Office of the Executive Engineer, R.E.D. Bahraich",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5409532,SOBHARAM,07-Aug-2025 08:25 PM,Rejected-Finance,High,14-Aug-2025 03:55 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC
