Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
13-Aug-2025,"INR 153,895",7.0,Arun Sachdev,14-Sep-2025 07:46 PM,hasanadihd.pdf (201.00 KB),L1,Technical,Technical,Arun Sachdev,01-Jun-2025 06:10 PM,technical_1890877.pdf,Arun Sachdev,Internal,,Arun Sachdev,06-Jun-2025 10:11 AM,06-Jun-2025 11:00 AM,techsummary_1890877.pdf (31.26 KB),Finance,upload,Arun Sachdev,13-Aug-2025 09:35 PM,finance_1890877.pdf,BOQ Comparative Chart,Arun Sachdev,Internal,Manoj Singh,Arun Sachdev,13-Aug-2025 10:46 PM,finsummary_1890877.pdf (48.43 KB),1.0,5220373.0,Shri Baldhari Yadav,INR,"153,895","U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Drainage Circle, Ballia||FD, azamgarh",2025_UPIDC_1042093_10,01/EE/2025-26,Earth work in excavation for correcting internal section/Silt clearence of Hasanadih-2 Drain From km. 0.000 to km. 5.000.,1,5213324,INDRADEO MAURYA,24-May-2025 07:19 PM,Rejected-Finance,3,13-Aug-2025 10:46 PM,AOC,E.E. Fd Azamgarh,EE Flood Division Azamgarh,Earth work in excavation for correcting internal section/Silt clearence of Hasanadih-2 Drain From km. 0.000 to km. 5.000.,Earth work in excavation for correcting internal section/Silt clearence of Hasanadih-2 Drain From km. 0.000 to km. 5.000.,Please refer Tender documents. ,NA ,"4,92,464",Civil Works,NA ,Tender,15.0,NA ,Azamgarh,276001.0,NA ,NA ,NA ,Azamgarh,No ,No,677.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Technical,"10,000",No,fixed,,Nil,Nil,1.0,Date Extend,Date,,24-May-2025 09:00 AM,29-May-2025 01:00 PM,24-May-2025 10:00 AM,29-May-2025 10:00 AM,NA ,NA ,24-May-2025 10:00 AM,29-May-2025 10:00 AM,06-Jun-2026 11:36 AM,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Drainage Circle, Ballia||FD, azamgarh",01/EE/2025-26,2025_UPIDC_1042093_10,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5221823,Ms A S Construction,28-May-2025 09:49 PM,Rejected-Finance,2,13-Aug-2025 10:46 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5219264,MS SUNIL KUMAR MISHRA CONTRATOR AND BUILDING,28-May-2025 10:43 AM,Rejected-Finance,4,13-Aug-2025 10:46 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5220373,Shri Baldhari Yadav,28-May-2025 12:22 PM,Accepted-AOC,L1,14-Sep-2025 07:47 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5218161,SRI BHOLANATH YADAV,27-May-2025 11:42 AM,Rejected-Finance,5,13-Aug-2025 10:46 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5220967,VMC SATCOM,29-May-2025 09:59 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-Jun-2025 06:10 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
