S.No,Instrument Type,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,RTGS - RTGS Payment,1.0,Nit Condetion,Technical Bid,,"39,000",No,fixed,,UPSCIDCOLTD,Orai,1,Fee/PreQual/Technical,.pdf,"Tender fee, EMD and document",U.P. State Construction and Infrastructure Development Corporation Ltd.||Electrical Division Lucknow,53/ESE(E)/Orai/E-Ten/24-25,2025_SCIDC_1020162_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"Supply and Installation work of 18 no Solar Highmast Light at Different places (as per list no 7 Attached) at Block Nadigaon, Jalaun (Vidhayak Nidhi work)","Supply and Installation work of 18 no Solar Highmast Light at Different places (as per list no 7 Attached) at Block Nadigaon, Jalaun (Vidhayak Nidhi work)","Supply and Installation work of 18 no Solar Highmast Light at Different places (as per list no 7 Attached) at Block Nadigaon, Jalaun (Vidhayak Nidhi work) ",NA ,,Electrical Works,NA ,Tender,90.0,90.0,Orai,285001.0,NA ,NA ,NA ,"Lekhraj Market-1st, IIIrd floor Indira Nagar LKO",No ,No,"1,300",UPSCIDCOLTD,Orai,Yes,Executive Engineer (E),"U.P. state construction and infrastructure development corporation Ltd. Lekhraj Market-1st, 3rd floor Indira Nagar Lucknow",21-Mar-2025 11:00 AM,27-Mar-2025 02:00 PM,21-Mar-2025 11:00 AM,27-Mar-2025 01:00 PM,NA ,NA ,21-Mar-2025 11:00 AM,27-Mar-2025 01:00 PM,31-Mar-2025 10:00 AM,AOC,Finance,Attached,Ramashray Singh Yadav,01-Apr-2025 12:33 PM,finance_1840463.pdf,BOQ Comparative Chart,Shri R.K. Arya,Internal,Attached,Ramashray Singh Yadav,30-Mar-2025 03:02 PM,31-Mar-2025 10:00 AM,techsummary_1840463.pdf (785.97 KB),Technical,Attached,Ramashray Singh Yadav,30-Mar-2025 02:44 PM,technical_1840463.pdf,Shri R.K. Arya,Internal,Attached,Ramashray Singh Yadav,01-Apr-2025 01:05 PM,finsummary_1840463.pdf (764.50 KB),01-Apr-2025,"INR 1,949,400",90.0,Sudhir Kumar,02-Sep-2025 08:10 PM,Karyadesh_1020162.pdf (579.00 KB),Attached,U.P. State Construction and Infrastructure Development Corporation Ltd.||Electrical Division Lucknow,2025_SCIDC_1020162_1,53/ESE(E)/Orai/E-Ten/24-25,"Supply and Installation work of 18 no Solar Highmast Light at Different places (as per list no 7 Attached) at Block Nadigaon, Jalaun (Vidhayak Nidhi work)",1.0,5082555.0,SHRAVAN PATEL CONSTRUCTION AND SUPPLAYERS,INR,"1,948,230.36",1,5082607,ARCHANA GUPTA CONTRACTOR,26-Mar-2025 08:08 PM,Rejected-Finance,Quoted Amount Rate in High,01-Apr-2025 01:05 PM,AOC
,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5082555,SHRAVAN PATEL CONSTRUCTION AND SUPPLAYERS,26-Mar-2025 07:47 PM,Accepted-AOC,Lowest Rate,02-Sep-2025 08:10 PM,AOC
