EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"29,000",No,fixed,,Nil,Nil,"EE RED ,Vikas Bhawan, Sultanpur","EE RED ,Vikas Bhawan, Sultanpur",24-Jun-2025 06:00 PM,07-Jul-2025 12:30 PM,24-Jun-2025 06:00 PM,07-Jul-2025 12:00 PM,NA ,NA ,24-Jun-2025 06:00 PM,07-Jul-2025 12:00 PM,21-Jul-2025 12:00 PM,1.0,SBI Bank,"Under District Sultanpur, Construction of CC Road from Saidullapur Awadh Pratap tubebell to Ramesh Verma saria, Lot No 2","Under District Sultanpur, Construction of CC Road from Saidullapur Awadh Pratap tubebell to Ramesh Verma saria, Lot No 2",Please refer Tender documents. ,NA ,"14,07,000",Civil Works,NA ,Tender,90.0,120.0,Sultanpur,228001.0,"EE RED ,Vikas Bhawan, Sultanpur ","EE RED ,Vikas Bhawan, Sultanpur  ",02-Jul-2025 11:00 AM ,"EE RED ,Vikas Bhawan, Sultanpur",No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE,754/EE RED SULTANPUR/25-26 Dt 16/06/2025,2025_REDUP_1051756_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,Fees and Technical Documents,766.0,Nil,Nil,No,AOC,Technical,Summary,KrishnaKumar Mishra,11-Jul-2025 07:26 PM,,Er K K Mishra EE RED Sultanpur,Internal,,KrishnaKumar Mishra,29-Sep-2025 03:49 PM,finsummary_1911825.pdf (5929.31 KB),Finance,Summary,KrishnaKumar Mishra,25-Jul-2025 04:35 PM,,BOQ Comparative Chart,Er K K Mishra EE RED Sultanpur,Internal,Er K K Mishra EE RED Sultanpur,KrishnaKumar Mishra,15-Jul-2025 09:08 PM,21-Jul-2025 12:00 PM,techsummary_1911825.pdf (2534.21 KB),29-Sep-2025,"INR 1,367,457",120.0,KrishnaKumar Mishra,29-Sep-2025 03:51 PM,754_2.pdf (5929.00 KB),1,5293262,AJAY KUMAR,06-Jul-2026 11:58 AM,Accepted-AOC,AoC,29-Sep-2025 03:51 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE,2025_REDUP_1051756_2,754/EE RED SULTANPUR/25-26 Dt 16/06/2025,"Under District Sultanpur, Construction of CC Road from Saidullapur Awadh Pratap tubebell to Ramesh Verma saria, Lot No 2",1.0,5293262.0,AJAY KUMAR,INR,"1,367,457",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Documents(BoQ),,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5292167,Shakir Abbas,07-Jul-2025 10:19 AM,Rejected-Finance,Rejected,29-Sep-2025 03:49 PM,,,,,,,,,,AOC
