S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
1.0,4877709.0,SHIV RAM ENTERPRISES,INR,"1,297,660",AKHIL KUMAR,Internal,,Akhil Kumar,07-Feb-2025 12:35 PM,finsummary_1761067.pdf (1394.46 KB),Technical,three bidders has been qualified for the financial part,Akhil Kumar,03-Feb-2025 04:01 PM,technical_1761067.pdf,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Centre)||Superintending Engineer(Tubewell)-Banda||Executive Engineer MLCD Banda,2025_UPIDM_994533_1,09/Lot1/EE/MLCDBanda/2024-25,Construction of Tubelar shed (Size 12x4.5x4 mtr) at Gurha Pump Canal,Finance,all bids are accepted as per financial criterion,Akhil Kumar,07-Feb-2025 12:10 PM,,BOQ Comparative Chart,AKHIL KUMAR,Internal,,Akhil Kumar,03-Feb-2025 04:57 PM,04-Feb-2025 10:00 AM,techsummary_1761067.pdf (1394.46 KB),26-Sep-2025,"INR 1,297,660",45.0,Akhil Kumar,26-Sep-2025 01:49 PM,aoc91.pdf (1289.00 KB),L1,1,4878330,M/S MAYA BUILDERS,23-Jan-2025 10:34 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,03-Feb-2025 04:01 PM,AOC,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Tender Document,18-Jan-2025 12:00 PM,24-Jan-2025 02:30 PM,18-Jan-2025 12:00 PM,24-Jan-2025 12:00 PM,NA ,NA ,18-Jan-2025 12:00 PM,24-Jan-2025 12:00 PM,04-Feb-2025 10:00 AM,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Centre)||Superintending Engineer(Tubewell)-Banda||Executive Engineer MLCD Banda,09/Lot1/EE/MLCDBanda/2024-25,2025_UPIDM_994533_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of Tubelar shed (Size 12x4.5x4 mtr) at Gurha Pump Canal,Construction of Tubelar shed (Size 12x4.5x4 mtr) at Gurha Pump Canal,Please refer Tender documents. ,NA ,"14,25,775",Miscellaneous Works,NA ,Tender,90.0,NA ,"Block-Naraini, Banda",210129.0,NA ,NA ,NA ,"MLCD, Banda",No ,No,854.0,Nil,Nil,No,"28,550",No,fixed,,Nil,Nil,Executive Engineer,Executive Engineer MLCD Banda,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4876003,M/S RANA CONSTRUCTION AND DEVELOPERS,23-Jan-2025 10:22 PM,Rejected-Finance,third lowest bid rate,07-Feb-2025 12:35 PM,AOC,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4877276,M/S UGRASEN SINGH,23-Jan-2025 04:35 PM,Rejected-Finance,second lowest bid rate,07-Feb-2025 12:35 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4877709,SHIV RAM ENTERPRISES,23-Jan-2025 06:45 PM,Accepted-AOC,L1,26-Sep-2025 01:49 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
