S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Name,Address,Tender Stage
1.0,5402452.0,CHANDER ENTERPRISES,INR,"328,179.25",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Etah,2025_SCIDC_1061200_1,026/EE/JPN/NIDHI/2025-26 Dt. 29-07-2025,"Work of installation of cold water drinking facility at public place near Pooth Road Kuti Mandir in village Sateda, Block-HASANPUR, District-AMROHA (NIDHI WORK)",1,5402452,CHANDER ENTERPRISES,05-Aug-2025 07:26 AM,Accepted-AOC,AMOUNT IS LOWEST,10-Sep-2025 11:57 AM,12-Aug-2025,"INR 328,442",60.0,Avdhesh kumar Verma,10-Sep-2025 11:57 AM,026NIT059WOJPN.pdf (506.00 KB),LOI OF WORK,AVDHESH KUMAR VERMA -E.E,Internal,"1-AVDHESH KUMAR VERMA -E.E, 2-HARINDRA KUMAR(EL.) A.E, 3-MOOL CHANDRA-AAO",Avdhesh kumar Verma,07-Aug-2025 12:54 PM,07-Aug-2025 01:00 PM,techsummary_1933484.pdf (299.24 KB),Finance,FINANCIAL REPORT,Avdhesh kumar Verma,11-Aug-2025 11:55 AM,finance_1933484.pdf,AVDHESH KUMAR VERMA -E.E,Internal,"1-AVDHESH KUMAR VERMA -E.E, 2-HARINDRA KUMAR(EL.) A.E, 3-MOOL CHANDRA-AAO",Avdhesh kumar Verma,11-Aug-2025 12:00 PM,finsummary_1933484.pdf (205.41 KB),Technical,TECHNICAL REPORT,Avdhesh kumar Verma,07-Aug-2025 12:32 PM,technical_1933484.pdf,AOC,826.0,U.P. STATE CONST. AND INFRA. DEVELOPMENT CORP. LTD,MORADABAD,No,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Etah,026/EE/JPN/NIDHI/2025-26 Dt. 29-07-2025,2025_SCIDC_1061200_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,Fee/PreQual/Technical,.pdf,TENDER NOTICE,30-Jul-2025 03:00 PM,06-Aug-2025 11:00 AM,30-Jul-2025 03:00 PM,06-Aug-2025 10:00 AM,NA ,NA ,30-Jul-2025 03:00 PM,06-Aug-2025 10:00 AM,07-Aug-2025 01:00 PM,"Work of installation of cold water drinking facility at public place near Pooth Road Kuti Mandir in village Sateda, Block-HASANPUR, District-AMROHA (NIDHI WORK)","Work of installation of cold water drinking facility at public place near Pooth Road Kuti Mandir in village Sateda, Block-HASANPUR, District-AMROHA (NIDHI WORK)",Please refer Tender documents. ,NA ,"3,28,442",Civil Works - Water Works,NA ,Tender,60.0,60.0,AMROHA,244221.0,NA ,NA ,NA ,"E.E. OFFICE , UPSCIDCO, MORADABAD",No ,No,"7,000",No,fixed,,U.P. STATE CONST. AND INFRA. DEVELOPMENT CORP. LTD,MORADABAD,1,FDR - Fixed Deposit,"E.E., UPSCIDCO, AMROHA","E.E. OFFICE, UP STATE CONSTRUCTION AND INFRASTRUCTURE DEVELOPMENT CORPORATION LTD., SAMAJ KALYAN CAMPUS, KANTH ROAD, MORADABAD",AOC
,,,,,,,,,2,5405861,VINAYAK CONSTRUCTION,05-Aug-2025 11:12 PM,Rejected-Finance,AMOUNT IS HIGH,11-Aug-2025 12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,Finance,.xls,PRICE BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,RTGS - RTGS Payment,,,AOC
