S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
1.0,5384841.0,M/S RAJA RAM SINGH,30-Jul-2025 04:01 PM,Rejected-Finance,second lowst,03-Sep-2025 02:00 PM,1.0,5384720.0,VAISHNAVI ENTERPRISES,INR,"907,825.11",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE BALLIA,2025_REDUP_1058728_1,658/EE/RED/2025-26/04-07-2025,Lot21 vikash khand pandah ke gram panchayat pur ke dhadsara me muyali khejuri marg par lal bachan verma ke hata ke pas se amar verma ke darwaze ke tarf paybars block kary,12-Sep-2025,"INR 907,825.11",90.0,Ratnesh Kumar Gond,12-Sep-2025 12:25 PM,21fev658.pdf (122.00 KB),aoc,EE,Internal,aedao,Ratnesh Kumar Gond,03-Sep-2025 02:00 PM,finsummary_1927187.pdf (97.34 KB),Technical,2 bid admitted,Ratnesh Kumar Gond,07-Aug-2025 02:11 PM,technical_1927187.pdf,EE,Internal,aedao,Ratnesh Kumar Gond,29-Aug-2025 12:35 PM,29-Aug-2025 04:00 PM,techsummary_1927187.pdf (97.62 KB),Finance,2 bid admitted,Ratnesh Kumar Gond,03-Sep-2025 11:06 AM,finance_1927187.pdf,BOQ Comparative Chart,AOC,25-Jul-2025 09:00 AM,05-Aug-2025 12:00 PM,25-Jul-2025 09:00 AM,04-Aug-2025 12:00 PM,NA ,NA ,25-Jul-2025 09:00 AM,04-Aug-2025 12:00 PM,29-Aug-2025 04:00 PM,1.0,Fee/PreQual/Technical,.pdf,Tender FEE EMD,"18,000",Yes,fixed,,Nil,Nil,856.0,Nil,Nil,No,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE BALLIA,658/EE/RED/2025-26/04-07-2025,2025_REDUP_1058728_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,Lot21 vikash khand pandah ke gram panchayat pur ke dhadsara me muyali khejuri marg par lal bachan verma ke hata ke pas se amar verma ke darwaze ke tarf paybars block kary,Lot21 vikash khand pandah ke gram panchayat pur ke dhadsara me muyali khejuri marg par lal bachan verma ke hata ke pas se amar verma ke darwaze ke tarf paybars block kary,Please refer Tender documents. ,NA ,"9,09,000",Civil Works,NA ,Tender,90.0,90.0,ballia,277001.0,EE RED DIV Ballia ,EE RED DIV Ballia ,28-Jul-2025 09:00 AM ,EE RED DIV Ballia,No ,No,EE RED DIV Ballia,EE RED DIV Ballia,AOC
2.0,5384720.0,VAISHNAVI ENTERPRISES,30-Jul-2025 05:36 PM,Accepted-AOC,aoc,12-Sep-2025 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,.pdf,Other tecnical document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,2.0,Finance,.xls,BOQ for rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
