S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,5513165.0,LUCKY BROTHERS GROUP,INR,"377,868.97",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Etah,2025_SCIDC_1068915_1,042/EE/MBD/NIDHI/2024-25 Dt. 27-08-2025,"Construction work of 40.00 m CC tiles road and drain from Rahul house towards primary school in village Lohra Milak, Block-Bhagatpur Tanda, District Moradabad. (MLA-Nidhi Work)",1,5513165,LUCKY BROTHERS GROUP,02-Sep-2025 07:40 AM,Accepted-AOC,AMOUNT IS LOWEST,19-Sep-2025 12:21 PM,19-Sep-2025,"INR 378,058",60.0,Avdhesh kumar Verma,19-Sep-2025 12:20 PM,042NIT081WOMBD2025.pdf (266.00 KB),LOI OF WORK,AVDHESH KUMAR VERMA -E.E,Internal,"1-AVDHESH KUMAR VERMA -E.E, 2-HARINDRA KUMAR(EL.) A.E, 3-MOOL CHANDRA-AAO",Avdhesh kumar Verma,12-Sep-2025 01:47 PM,12-Sep-2025 02:00 PM,techsummary_1950173.pdf (213.50 KB),Finance,FINANCIAL REPORT,Avdhesh kumar Verma,16-Sep-2025 12:31 PM,finance_1950173.pdf,BOQ Comparative Chart,AVDHESH KUMAR VERMA -E.E,Internal,"1-AVDHESH KUMAR VERMA -E.E, 2-HARINDRA KUMAR(EL.) A.E, 3-MOOL CHANDRA-AAO",Avdhesh kumar Verma,16-Sep-2026 11:40 AM,finsummary_1950173.pdf (259.71 KB),Technical,TECHNICAL REPORT,Avdhesh kumar Verma,12-Sep-2025 01:29 PM,technical_1950173.pdf,AOC,1,FDR - Fixed Deposit,1,Fee/PreQual/Technical,.pdf,TENDER NOTICE,27-Aug-2025 04:00 PM,03-Sep-2025 11:00 AM,27-Aug-2025 04:00 PM,03-Sep-2025 10:00 AM,NA ,NA ,27-Aug-2025 04:00 PM,03-Sep-2025 10:00 AM,12-Sep-2025 02:00 PM,"8,000",No,fixed,,U.P. STATE CONST. AND INFRA. DEVELOPMENT CORP. LTD,MORADABAD,"E.E., UPSCIDCO, MORADABAD","E.E. OFFICE, UP STATE CONSTRUCTION AND INFRASTRUCTURE DEVELOPMENT CORPORATION LTD., SAMAJ KALYAN CAMPUS, KANTH ROAD, MORADABAD",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Etah,042/EE/MBD/NIDHI/2024-25 Dt. 27-08-2025,2025_SCIDC_1068915_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"Construction work of 40.00 m CC tiles road and drain from Rahul house towards primary school in village Lohra Milak, Block-Bhagatpur Tanda, District Moradabad. (MLA-Nidhi Work)","Construction work of 40.00 m CC tiles road and drain from Rahul house towards primary school in village Lohra Milak, Block-Bhagatpur Tanda, District Moradabad. (MLA-Nidhi Work)",Please refer Tender documents. ,NA ,"3,78,058",Civil Works - Roads,NA ,Tender,60.0,60.0,MORADBAD,244001.0,NA ,NA ,NA ,"E.E. OFFICE , UPSCIDCO, MORADABAD",No ,No,826.0,U.P. STATE CONST. AND INFRA. DEVELOPMENT CORP. LTD,MORADABAD,No,AOC
,,,,,,,,,2,5512970,M/S A.H CONSTRUCTION AND DEVLOPERS,02-Sep-2025 08:00 AM,Rejected-Finance,AMOUNT IS HIGH,16-Sep-2025 12:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,RTGS - RTGS Payment,2,Finance,.xls,PRICE BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
