S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,SBI Bank,"13,500",No,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE LALITPUR,422/RED/NIVIDA/2025-26 Date 20.06.2025,2025_REDUP_1054643_15,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,Technical bid,Construction work of tin shed at a public place in village Chitra of development block Jakhora,Construction work of tin shed at a public place in village Chitra of development block Jakhora,Please refer Tender documents. ,NA ,"6,71,000",Civil Works,NA ,Tender,90.0,120.0,LALITPUR,284403.0,NA ,NA ,NA ,EE RED LALITPUR,No ,No,EE RED LALITPUR,EE RED LALITPUR,766.0,Nil,Nil,No,1.0,Date,Date,,07-Jul-2025 12:00 PM,12-Aug-2025 03:30 PM,07-Jul-2025 12:00 PM,12-Aug-2025 12:30 PM,NA ,NA ,07-Jul-2025 12:00 PM,12-Aug-2025 12:30 PM,26-Aug-2025 12:30 PM,AOC,1,5401468,ANKIT BULDERS/ SURENDRA KUMAR,09-Aug-2025 01:58 PM,Rejected-Finance,L-2,29-Aug-2025 05:41 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE LALITPUR,2025_REDUP_1054643_15,422/RED/NIVIDA/2025-26 Date 20.06.2025,Construction work of tin shed at a public place in village Chitra of development block Jakhora,Finance,Summary,Swarna Singh,26-Aug-2025 05:42 PM,,BOQ Comparative Chart,E E RED LALITPUR,Internal,,Swarna Singh,29-Aug-2025 05:41 PM,finsummary_1919121.pdf (185.10 KB),1.0,5401428.0,ANURAG JAIN,INR,"669,061.25",E E RED LALITPUR,Internal,DAO AE LTP,Swarna Singh,22-Aug-2025 09:28 AM,26-Aug-2025 12:30 PM,techsummary_1919121.pdf (186.29 KB),Technical,Technical bid open,Swarna Singh,18-Aug-2025 05:19 PM,,02-Sep-2025,"INR 669,061.25",120.0,Swarna Singh,15-Sep-2025 05:17 PM,58.pdf (291.00 KB),All Formulties Complted,AOC
,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,5401428,ANURAG JAIN,09-Aug-2025 03:03 PM,Accepted-AOC,All Formulties Complted,15-Sep-2025 05:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
