Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"Construction of Permanent Building of Type-IV, Type-III and Type-II Residences for Officers-Employees in Ken-Betwa Link Canal Colony Campus, Nawab Tank, Banda under Ken-Betwa Link Project.","Construction of Permanent Building of Type-IV, Type-III and Type-II Residences for Officers-Employees in Ken-Betwa Link Canal Colony Campus, Nawab Tank, Banda under Ken-Betwa Link Project.",Please refer Tender documents. ,NA ,"6,00,00,000",Civil Works - Buildings,NA ,Tender,90.0,365.0,BANDA,210001.0,KEN-BETWA LINK CANAL CONSTRUCTION CIRCLE BANDA ,"Office of Superintending Engineer, Ken-Betwa Link Canal Construction Circle, Banda, Address-Nawab Tank, Banda-210001 ",11-Mar-2025 02:00 PM ,KEN-BETWA LINK CANAL CONSTRUCTION CIRCLE BANDA,No ,No,U P Irrigation Department (Civil)||Additional Chief Executive Officer Ken Betwa Link Canal Construction Jhansi||Ken Betwa Link Canal Construction Circle Banda,06/SE/2024-25,2025_UPIDC_1004855_3,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,07-Mar-2025 03:00 PM,17-Mar-2025 03:00 PM,07-Mar-2025 03:00 PM,17-Mar-2025 03:00 PM,NA ,NA ,07-Mar-2025 03:15 PM,17-Mar-2025 03:00 PM,26-Mar-2025 02:00 PM,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,"7,354",Nil,Nil,No,SE KEN-BETWA LINK CANAL CONSTRUCTION CIRCLE BANDA,"Office of Superintending Engineer, Ken-Betwa Link Canal Construction Circle, Banda, Address-Nawab Tank, Banda-210001","12,00,000",No,fixed,,Nil,Nil,AOC,"SE, Ken-Betwa Link Canal Construction Circle, Banda",Internal,,SANDEEP KUMAR KHARE,24-Mar-2025 03:20 PM,26-Mar-2025 02:00 PM,techsummary_1828069.pdf (296.77 KB),Finance,Enclosed,SANDEEP KUMAR KHARE,25-Sep-2025 06:38 PM,finance_1828069.pdf,BOQ Comparative Chart,"SE, KBLCCC, BANDA",Internal,,SANDEEP KUMAR KHARE,25-Sep-2025 06:41 PM,finsummary_1828069.pdf (73.43 KB),Technical,Admitted,SANDEEP KUMAR KHARE,24-Mar-2025 02:00 PM,technical_1828069.pdf,1.0,5046083.0,Amitraj developers private limited,INR,"53,385,303.28",U P Irrigation Department (Civil)||Additional Chief Executive Officer Ken Betwa Link Canal Construction Jhansi||Ken Betwa Link Canal Construction Circle Banda,2025_UPIDC_1004855_3,06/SE/2024-25,"Construction of Permanent Building of Type-IV, Type-III and Type-II Residences for Officers-Employees in Ken-Betwa Link Canal Colony Campus, Nawab Tank, Banda under Ken-Betwa Link Project.",1,5046083,Amitraj developers private limited,16-Mar-2025 06:06 PM,Accepted-AOC,L1,25-Sep-2025 06:45 PM,25-Sep-2025,"INR 53,385,303.28",365.0,SANDEEP KUMAR KHARE,25-Sep-2025 06:45 PM,NIT06LOT02AOC.pdf (426.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5041763,M/S RADHIKA CONSTRUCTION COMPANY,11-Mar-2025 04:45 PM,Rejected-Finance,L2,25-Sep-2025 06:41 PM,,,,,,,AOC
