Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Tender Stage
DGM,Internal,SM Manager AFAO,Ashish Singh Tomar,15-Jul-2025 06:40 PM,15-Jul-2025 06:45 PM,techsummary_1900813.pdf (952.80 KB),Finance,Price Bid Summary,Ashish Singh Tomar,16-Jul-2025 11:09 AM,,BOQ Comparative Chart,03-Sep-2025,"INR 1,788,591.13",1155.0,Ashish Singh Tomar,03-Sep-2025 05:58 PM,144_0001.pdf (2366.00 KB),AOC to M/S BL and sons Agra,1.0,5291225.0,B.L. and Sons,05-Jul-2025 02:15 PM,Accepted-AOC,You are first lowest.,03-Sep-2025 06:01 PM,1.0,5291225.0,B.L. and Sons,INR,"1,788,591.13",UP STATE INDUSTRIAL DEVELOPMENT CORPORATION||KANPUR||EE KANPUR,2025_SIDC_1046579_1,ED-II (144) Date 26.05.2025,Supply and fixing of facade light at 03 nos. entrance gate along with 03 year AMC at IA. EPIP. Agra.,Technical,Technical Bid summary 01 Bid found.,Amit Kumar,08-Jul-2025 12:58 PM,,DGM,Internal,AFAO Manager SM,Ashish Singh Tomar,03-Sep-2025 05:54 PM,finsummary_1900813.pdf (2365.92 KB),AOC,UP STATE INDUSTRIAL DEVELOPMENT CORPORATION||KANPUR||EE KANPUR,ED-II (144) Date 26.05.2025,2025_SIDC_1046579_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"44,000",No,fixed,,Sr Manager,Sr Manager,Supply and fixing of facade light at 03 nos. entrance gate along with 03 year AMC at IA. EPIP. Agra.,Supply and fixing of facade light at 03 nos. entrance gate along with 03 year AMC at IA. EPIP. Agra.,As per technical bid documents ,NA ,"18,48,673",Electrical Works,Electrical Works ,Tender,90.0,1155.0,EPIP Agra,282001.0,NA ,NA ,NA ,TDS City Ghaziabad,No ,No,07-Jun-2025 11:00 AM,07-Jul-2025 11:00 AM,07-Jun-2025 11:00 AM,05-Jul-2025 06:00 PM,NA ,NA ,07-Jun-2025 11:00 AM,05-Jul-2025 06:00 PM,15-Jul-2025 06:45 PM,1.0,RTGS - RTGS Payment,"2,065",Sr Manager,Sr Manager,No,1,Fee/PreQual/Technical,.pdf,Technical Bid,1.0,Extend the date,Date,,Sr Manager,Office of the Sr Manager ED II UPSIDA TDS City GZB.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Price Bid,,,,,,,AOC
