Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"2,354",Nil,Nil,No,1.0,SBI Bank,"Under District Sultanpur, Construction of Road from Block Akhandnagar Purvanchal Expressway service lane towards Sahagia via Vivek Tiwari Chak, Lot No 2","Under District Sultanpur, Construction of Road from Block Akhandnagar Purvanchal Expressway service lane towards Sahagia via Vivek Tiwari Chak, Lot No 2",Please refer Tender documents. ,NA ,"58,49,000",Civil Works,NA ,Tender,90.0,180.0,Sultanpur,228001.0,SE RED AYODHYA CIRCLE ,"SE RED AYODHYA CIRCLE, BADA RAMANA, REEDGANJ, AYODHYA  ",25-Jun-2025 11:00 AM ,SE RED AYODHYA CIRCLE,No ,No,"1,17,000",No,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE,795/SE RED AYODHYA/SULTANPUR/25-26 Dt 11/06/2025,2025_REDUP_1051062_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,23-Jun-2025 09:00 AM,03-Jul-2025 12:30 PM,23-Jun-2025 09:00 AM,03-Jul-2025 12:00 PM,NA ,NA ,23-Jun-2025 09:00 AM,03-Jul-2025 12:00 PM,17-Jul-2025 12:00 PM,1,Fee/PreQual/Technical,.pdf,Fees and Technical Documents,SE RED AYODHYA CIRCLE,"SE RED AYODHYA CIRCLE, BADA RAMANA, REEDGANJ, AYODHYA",AOC,Technical,Summary,KrishnaKumar Mishra,04-Jul-2025 05:45 PM,,Er K K Mishra SE RED Ayodhya Circle,Internal,,KrishnaKumar Mishra,09-Sep-2025 11:18 AM,finsummary_1910364.pdf (3736.56 KB),Finance,Summary,KrishnaKumar Mishra,18-Jul-2025 11:26 AM,,BOQ Comparative Chart,Er K K Mishra SE RED Ayodhya Circle,Internal,"Er K K Mishra SE RED Ayodhya Circle, Er K K Mishra EE RED Sultanpur, Er Shailendra Chaudhary EE RED Ambedkarnagar, Mr Rajiv Kumar DAO RED Sultanpur",KrishnaKumar Mishra,12-Jul-2025 03:35 PM,17-Jul-2025 12:00 PM,techsummary_1910364.pdf (1172.35 KB),09-Sep-2025,"INR 5,798,832",180.0,KrishnaKumar Mishra,09-Sep-2025 11:22 AM,795_2.pdf (3737.00 KB),1.0,5286096.0,M/S YASH ENTERPRISES,INR,"5,798,832",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE,2025_REDUP_1051062_2,795/SE RED AYODHYA/SULTANPUR/25-26 Dt 11/06/2025,"Under District Sultanpur, Construction of Road from Block Akhandnagar Purvanchal Expressway service lane towards Sahagia via Vivek Tiwari Chak, Lot No 2",1,5286560,M/S BAJRANG CONSTRUCTION,03-Jul-2025 09:44 AM,Rejected-Finance,Rejected,09-Sep-2025 11:18 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Documents(BoQ),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5286096,M/S YASH ENTERPRISES,03-Jul-2025 10:01 AM,Accepted-AOC,AoC,09-Sep-2025 11:22 AM,AOC
