S.No,Instrument Type,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,RTGS - RTGS Payment,1,Fee/PreQual/Technical,.pdf,Technical Document,"1,062",UPSCIDCO,Jhansi,Yes,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Banda,19/EE/Jhansi/ET/2025-26,2025_SCIDC_1036437_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,Janpad Jhansi ke Block Mauranipur ke Gram panchayat Mau Dehat me Geda Colony me Shri Bal Krishna Verma ke makan se Shri Kailash Narayan ke makan ki or 160 mtr apex road/drain ka nirman karya Under Scheme SN 2024-25 Hon ble Shri Anurag Sharma Ji MP,Janpad Jhansi ke Block Mauranipur ke Gram panchayat Mau Dehat me Geda Colony me Shri Bal Krishna Verma ke makan se Shri Kailash Narayan ke makan ki or 160 mtr apex road/drain ka nirman karya Under Scheme SN 2024-25 Hon ble Shri Anurag Sharma Ji MP,Please refer the tender Document ,NA ,,Civil Works - Others,NA ,Tender,90.0,90.0,Mau Dehat,284001.0,NA ,NA ,NA ,Jhansi,No ,No,"13,500",Yes,fixed,,UPSCIDCO,Jhansi,Executive Engineer,UPSCIDCO Jhansi,08-May-2025 11:00 AM,16-May-2025 02:00 PM,08-May-2025 11:00 AM,16-May-2025 01:30 PM,08-May-2025 11:00 AM ,16-May-2025 01:00 PM ,08-May-2025 11:00 AM,16-May-2025 01:30 PM,20-May-2025 04:00 PM,AOC,Technical,Technical Summary,Rajesh Chaudhary,20-May-2025 12:01 PM,technical_1877726.pdf,EE,Internal,AE Asstt Acctt,Rajesh Chaudhary,23-May-2025 05:02 PM,finsummary_1877726.pdf (702.87 KB),Finance,Financial Summary,Rajesh Chaudhary,23-May-2025 04:59 PM,finance_1877726.pdf,BOQ Comparative Chart,EE,Internal,AE Asstt Acctt,Rajesh Chaudhary,20-May-2025 12:02 PM,20-May-2025 04:00 PM,techsummary_1877726.pdf (1199.64 KB),24-May-2025,"INR 670,086",90.0,Rajesh Chaudhary,25-Sep-2025 05:34 PM,Maudehataoc.pdf (615.00 KB),The work is awarded to M/s Maa Laxmi Construction,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Banda,2025_SCIDC_1036437_1,19/EE/Jhansi/ET/2025-26,Janpad Jhansi ke Block Mauranipur ke Gram panchayat Mau Dehat me Geda Colony me Shri Bal Krishna Verma ke makan se Shri Kailash Narayan ke makan ki or 160 mtr apex road/drain ka nirman karya Under Scheme SN 2024-25 Hon ble Shri Anurag Sharma Ji MP,1.0,5192106.0,MAA LAXMI CONSTRUCTION,INR,"670,086",1,5192106,MAA LAXMI CONSTRUCTION,15-May-2025 05:33 PM,Accepted-AOC,The rates quoted by the contractor are the lowest,25-Sep-2025 05:34 PM,AOC
,,2,Finance,.xls,BOQ Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5191457,M/S OM PRAKASH ARYA,15-May-2025 01:51 PM,Rejected-Finance,High Rate,23-May-2025 05:02 PM,AOC
