Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Atsaliya baundriwal,Construction work of 170.00 mtr boundary wall of cremation ground funeral place in village Atsaliya,Please refer Tender documents. ,NA ,"20,40,000",Civil Works,NA ,Tender,90.0,120.0,SHAHJAHANPUR,242001.0,NA ,NA ,NA ,VIKAS BHAWAN SHAHJAHANPUR,No ,No,"2,354",Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE||EE SHAHJAHANPUR,413/dt 03.06.2025,2025_REDUP_1049243_9,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,nit,EE,2nd floor vikas bhawan spn,18-Jun-2025 12:00 PM,14-Jul-2025 12:30 PM,18-Jun-2025 12:00 PM,14-Jul-2025 12:00 PM,NA ,NA ,18-Jun-2025 12:00 PM,14-Jul-2025 12:00 PM,25-Jul-2025 12:00 PM,1.0,SBI Bank,"40,800",No,fixed,,Nil,Nil,AOC,EE RED,Internal,"AE RED, DAO RED",Satish Chand Raghvendram,12-Sep-2025 01:17 PM,finsummary_1906887.pdf (312.42 KB),Technical,summary,Satish Chand Raghvendram,19-Jul-2025 03:17 PM,,EE RED,Internal,"AE RED, DAO RED",Satish Chand Raghvendram,19-Jul-2025 03:34 PM,25-Jul-2025 12:00 PM,techsummary_1906887.pdf (237.10 KB),Finance,summary sheet,Satish Chand Raghvendram,12-Sep-2025 01:13 PM,,BOQ Comparative Chart,1,5321483,ABHISHEK CONTRACTORS,13-Jul-2025 03:00 PM,Accepted-AOC,BELLOW,12-Sep-2025 01:22 PM,1.0,5321483.0,ABHISHEK CONTRACTORS,INR,"1,727,022.45",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE||EE SHAHJAHANPUR,2025_REDUP_1049243_9,413/dt 03.06.2025,Atsaliya baundriwal,12-Sep-2025,"INR 2,037,886",120.0,Satish Chand Raghvendram,12-Sep-2025 01:21 PM,Atsaliya.pdf (312.00 KB),ALSALYA,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5322053,SHIV CONSTRUCTION,13-Jul-2025 04:52 PM,Rejected-Finance,atpaar,12-Sep-2025 01:17 PM,,,,,,,,,,,,,,,,,AOC
