Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
30-Sep-2025,"INR 874,890.45",120.0,Jay Bahadur Singh,30-Sep-2025 04:02 PM,04.pdf (380.00 KB),Bond,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE GONDA,2025_REDUP_1067302_4,450/RED/ENivida/Nir/2025-26 dt 02-08-2025,Gram Panchayat Baraipara ke Shuklanpurva me 200 m Interlocking ka Karya,1.0,5505817.0,M/S SRI JAN CONSTRUCTION,INR,"874,890.45",1,5506086,M/S DASMESH ASSOCIATES,30-Aug-2025 11:20 AM,Rejected-Finance,L2,30-Sep-2025 03:49 PM,Technical,Summary,VIRENDRA KUMAR PATHAK,03-Sep-2025 10:37 AM,,EE RED GONDA,Internal,ER J. B. Singh EE ER Virendra Kumar Pathak AE SRI L.K. Chakravarti DAO,Jay Bahadur Singh,30-Sep-2025 03:49 PM,finsummary_1946492.pdf (379.59 KB),Finance,Summary,Jay Bahadur Singh,08-Sep-2025 11:39 AM,,BOQ Comparative Chart,EE RED GONDA,Internal,ER J. B. Singh EE ER Virendra Kumar Pathak AE SRI L.K. Chakravarti DAO,VIRENDRA KUMAR PATHAK,04-Sep-2025 11:25 AM,04-Sep-2025 11:30 AM,techsummary_1946492.pdf (311.47 KB),AOC,950.0,Nil,Nil,No,Gram Panchayat Baraipara ke Shuklanpurva me 200 m Interlocking ka Karya,Gram Panchayat Baraipara ke Shuklanpurva me 200 m Interlocking ka Karya,Gram Panchayat Baraipara ke Shuklanpurva me 200 m Interlocking ka Karya ,NA ,"8,75,591",Civil Works,NA ,Tender,90.0,120.0,EE RED Gonda,271001.0,NA ,NA ,NA ,EE RED Gonda,No ,No,21-Aug-2025 06:00 PM,01-Sep-2025 12:30 PM,21-Aug-2025 06:00 PM,01-Sep-2025 12:00 PM,NA ,NA ,21-Aug-2025 06:00 PM,01-Sep-2025 12:00 PM,04-Sep-2025 11:30 AM,"17,512",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,NIT with T1,EE RED GONDA,EE RED GONDA Vikas Bhawan Distt Gonda,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE GONDA,450/RED/ENivida/Nir/2025-26 dt 02-08-2025,2025_REDUP_1067302_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,2,5505817,M/S SRI JAN CONSTRUCTION,28-Aug-2025 07:17 PM,Accepted-AOC,L1,30-Sep-2025 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Work BOQ,,,,,,,,,,,,,,,,,AOC
