S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Stage
1.0,5448867.0,M/s Buildcon Infra,18-Aug-2025 03:31 PM,Rejected-Finance,L3,25-Sep-2025 11:05 AM,1.0,5448836.0,M/S SKV INFRATECH PRIVATE LIMITED,INR,"59,011,096.43",Yamuna Expressway Industrial Development Authority,2025_YEIDA_1062773_7,YEA/GM(PROJECT)/2025/397 DT-01/08/2025,"Resurfacing of 100mtr .wide (road no.-14) between sector -32 and 29,YEIDA. WC-03",25-Sep-2025,"INR 59,011,096.43",180.0,VIKAS KUMAR,25-Sep-2025 11:07 AM,AOC397_7.pdf (140.00 KB),AOC,Committee,Internal,Committee,VIKAS KUMAR,26-Aug-2025 12:09 PM,26-Aug-2025 01:00 PM,techsummary_1937075.pdf (8529.79 KB),Finance,UNDER EVALUATION,VIKAS KUMAR,25-Sep-2025 11:02 AM,,BOQ Comparative Chart,Committee,Internal,Committee,VIKAS KUMAR,25-Sep-2025 11:05 AM,finsummary_1937075.pdf (140.50 KB),Technical,UNDER EVALUATION,VIKAS KUMAR,26-Aug-2025 10:30 AM,,AOC,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2025/397 DT-01/08/2025,2025_YEIDA_1062773_7,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,"12,93,700",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC","6,770",Nil,Nil,No,"Resurfacing of 100mtr .wide (road no.-14) between sector -32 and 29,YEIDA. WC-03","Resurfacing of 100mtr .wide (road no.-14) between sector -32 and 29,YEIDA. WC-03",Please refer Tender documents. ,NA ,"6,46,83,872",Civil Works,NA ,Tender,90.0,180.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,YEIDA OFFICE 2ND FLOOR E- TENDER CELL,No ,No,GM(P),YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,05-Aug-2025 06:55 PM,19-Aug-2025 11:00 AM,05-Aug-2025 06:55 PM,18-Aug-2025 05:00 PM,NA ,NA ,05-Aug-2025 06:55 PM,18-Aug-2025 05:00 PM,26-Aug-2025 01:00 PM,1.0,SBI Bank,AOC
2.0,5448427.0,M/s Goodhill Builders,18-Aug-2025 12:40 PM,Rejected-Finance,L2,25-Sep-2025 11:05 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3.0,5448836.0,M/S SKV INFRATECH PRIVATE LIMITED,18-Aug-2025 03:46 PM,Accepted-AOC,L1,25-Sep-2025 11:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIALBID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
