Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
09-Sep-2025,"INR 1,080,177.096",180.0,SUJEET RAI,09-Sep-2025 11:58 AM,KhanwariAOC.pdf (486.00 KB),AOC,1,5466327,DHARMENDRA ENTERPRISES,20-Aug-2025 06:20 PM,Accepted-AOC,AOC,09-Sep-2025 11:58 AM,1.0,5466327.0,DHARMENDRA ENTERPRISES,INR,"1,080,177.096",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE PRATAPGARH,2025_REDUP_1066185_1,29/Gr.a.vi./Etender/25-26,Gram Khanwari men Prabhat Tiwari Ke ghr tk CC Road Block Kalakankar,Finance,Summary,Hemant Sexena,02-Sep-2025 07:09 PM,,BOQ Comparative Chart,Er.Sujeet Rai,Internal,R C Mauray AE Manoj Kr. Mishra DAO,SUJEET RAI,01-Sep-2025 01:40 PM,01-Sep-2025 01:45 PM,techsummary_1943760.pdf (245.79 KB),Technical,,SUJEET RAI,01-Sep-2025 12:04 PM,,Er.Sujeet kr Rai,Internal,"Manoj Mishra DAO, RC Mauruya AE",SUJEET RAI,09-Sep-2025 11:53 AM,finsummary_1943760.pdf (486.19 KB),AOC,Gram Khanwari men Prabhat Tiwari Ke ghr tk CC Road Block Kalakankar,Gram Khanwari men Prabhat Tiwari Ke ghr tk CC Road Block Kalakankar,As per NIT ,NA ,,Civil Works,NA ,Tender,90.0,180.0,Pratapgarh,230001.0,NA ,NA ,NA ,RED Pratapgarh,No ,No,1.0,SBI Bank,EE RED Pratapgarh,EE RED Pratapgarh,18-Aug-2025 10:00 AM,23-Aug-2025 03:00 PM,18-Aug-2025 11:00 AM,23-Aug-2025 12:00 PM,NA ,NA ,18-Aug-2025 11:00 AM,23-Aug-2025 12:00 PM,01-Sep-2025 01:45 PM,"21,600",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,NIT,900.0,Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE PRATAPGARH,29/Gr.a.vi./Etender/25-26,2025_REDUP_1066185_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,2,5468386,M/S NEEL MANI SINGH CONTRACTOR,21-Aug-2025 11:54 AM,Rejected-Finance,,09-Sep-2025 11:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC
